filmid	title	actor
SRo32	T:The Laughing Policeman	Mario Gallo
SRo35	T:Drowning Pool	Paul Newman
SRo35	T:Drowning Pool	Murray Hamilton
SRo37	T:Voyage of the Damned	Max vonSydow
SRo37	T:Voyage of the Damned	Oskar Werner
SRo37	T:Voyage of the Damned	Malcolm McDowell
SRo37	T:Voyage of the Damned	Orson Welles
SRo37	T:Voyage of the Damned	Ben Gazzara
SRo37	T:Voyage of the Damned	Luher Adler
SRo37	T:Voyage of the Damned	Nehemiah Persoff
SRo37	T:Voyage of the Damned	Maria Schell
SRo37	T:Voyage of the Damned	Miriam Brickman
SRo39	TZ:Amityville Horror	Margot Kidder
SS5	TZ:The Sugarland Express	Ben Johnson
SS6	T:Jaws	Lorraine Gary
SS6	T:Jaws	Murray Hamilton
SS7	T:Close Encounters of the Third Kind	Richard Dreyfuss
SS7	T:Close Encounters of the Third Kind	Melinda Dillon
SS7	T:Close Encounters of the Third Kind	Bob Balaban
SS8	T:1941	Ned Beatty
SS8	T:1941	Bobby DiCicco
SS8	T:1941	Patti LuPone
SS8	TZ:1941	Murray Hamilton
SS8	TZ:1941	Lorraine Gary
SS9	T:Raiders of the Lost Ark	Paul Freeman
SS11	T:Twilight Zone	Albert Brooks
SS11	TZ:Twilight Zone	Bill Quinn
SS12	T:Indiana Jones and the Temple of Doom	Philip Stone
SS13	T:The Color Purple	Oprah Winfrey
SS15	T:Empire of the Sun	Miranda Richardson
SS15	T:Empire of the Sun	Nigel Hawn
SS20	T:Always	Brad Johnson
SS20	T:Always	Audrey Hepburn
SS24	T:Jurassic Park	Ariana Richards
SS26	T:Schindler's List	Ben Kingsley
SS26	T:Schindler's List	Ralph Fiennes
SS29	T:To Wong Foo, Thanks for Everything, Julie Newmar	Patrick Swayze
SS33	T:Amistad	Anthony Hopkins
SS33	T:Amistad	Morgan Freeman
SSa10	T:The Great Sioux Massacre	Philip Carey
SSa10	T:The Great Sioux Massacre	Nancy Kovack
SSC2l	T:Spring Break	Perry Lang
SSC2l	T:Spring Break	Paul Land
SSC2l	T:Spring Break	Richard B. Skull
SSe10	TZ:Day of the Triffids	Nicole Maurey
SSk1	T:Whatever	Liza Weil
SSn1	T:Dream Wife	Betta St.John
SSR10	T:Far North	Ann Woodsworth
SSR15	T:Silent Tongue	Red Clay Ramblers
SSS45	T:Rio Rita	Lou Costello
SSS45	T:Rio Rita	Barry Nelson
SSS55	T:Son of Lassie	Peter Lawford
SSS55	T:Son of Lassie	Nigel Bruce
SSu10	T:Wayne's World 2	Mike Myers
SSu10	T:Wayne's World 2	Olivia dAbo
StB2	T:Uncle Vanya	Michael Redgrave
StB3	T:Othello	Maggie Smith
StB3	T:Othello	Anthony Nicholls
StB5	T:Julius Caesar	Richard Chamberlain
StC10	T:Big Bad Mama	Angie Dickinson
StC10	T:Big Bad Mama	William Shatner
StC20	T:Eye for an Eye	Mako
StC30	T:Lone Wolf McQuade	Barbara Carrera
StD4	T:Royal Wedding	Albert Sharpe
StD24	T:Deep in My Heart	Merle Oberon
StD24	T:Deep in My Heart	Paul Stewart
StD24	T:Deep in My Heart	Ann Miller
StD33	T:Funny Face	Audrey Hepburn
StD41	T:Indiscreet	Phyllis Calvert
StD41	T:Indiscreet	Megs Jenkins
StD45	T:The Grass is Greener	Moray Watson
StD58	T:Arabesque	Alan Badel
StD61	T:Bedazzled	Peter Cook
StD62	T:Two for the Road	Nadia Grey
StD72	T:Movie Movie	Red Buttons
StD72	T:Movie Movie	Michael Kidd
StD72	T:Movie Movie	Barbara Harris
StD72	T:Movie Movie	Art Carney
StD80	T:Blame it on Rio	Michelle Johnson
StF4	T:Sammy and Rosie Get Laid	Ayub Khan Din
StF5	T:Dangerous Liasons	Mildred Natwick
StF10	T:The Grifters	Annette Bening
StF10	T:The Grifters	Pat Hingle
StG10	TZ:Paradise	Phoebe Cates
StG10	TZ:Paradise	Willie Aames
StH5	T:The Glass Key	Bonita Granville
StH5	T:The Glass Key	Richard Denning
StH5	T:The Glass Key	Moroni Olson
StH10	T:Along Came Jones	Loretta Young
StH13	T:Blue Skies	Billy deWolfe
StH13	T:Blue Skies	Olga SanJuan
StH15	T:Smash-Up	Marsha Hunt
StH18	TZ:Tulsa	Pedro Armendariz
StH18	T:Tulsa	Lloyd Gough
StH20	T:Chain Lightning	Raymond Massey
StH23	T:I died a Thousand Times	Lori Nelson
StH23	T:I died a Thousand Times	Lon Chaney~jr.
StH30	T:Hitler	Richard Basehart
StH30	T:Hitler	Martin Kosleck
StK4	T:Paths of Glory	Richard Anderson
StK5	T:Spartacus	Nina Foch
StK7	T:Dr.~Strangelove; Or How I learned to Stop Worrying and Love the Bomb	Peter Sellers
StK7	T:Dr.~Strangelove; Or How I learned to Stop Worrying and Love the Bomb	Peter Sellers
StK8	T:2001, A Space Odyssey	Margaret Tyzack
StK9	T:A Clockwork Orange	Patrick Magee
StK9	T:A Clockwork Orange	Miriam Karlin
StK10	T:Barry Lyndon	Marisa Berenson
StK10	T:Barry Lyndon	Patrick Magee
StK10	T:Barry Lyndon	Philip Stone
StK15	T:The Shining	Barry Nelson
StK21	T:Eyes Wide Shut	Nicole Kidman
StL10	TZ:Tron	Barnard Hughes
STo10	T:Vera	Ana Beatriz Nogueira
SvP10	TZ:Falling in Love Again	Michelle Pfeiffer
StR5	T:One Sunday Afternoon	Neil Hamilton
StS1	T:sex, lies, and videotape	Andie McDowell
StS5	T:King of the Hill	Lisa Eichhorn
StS10	T:Out of Sight	Nancy Allen
StS10	T:Out of Sight	Paul Cadenou
STu10	T:Big Night	Minnie Driver
STu10	T:Big Night	Allison Janney
STu10	T:Big Night	Louis Prima
STu11	T:The Impostors	Billy Connolly
STu11	T:The Impostors	Allen Corduner
STu11	T:The Impostors	Allison Janney
STu11	T:The Impostors	Matt McGrath
STu11	T:The Impostors	Alfred Molina
StW7	T:White Woman	Percy Kilbride
STW10	T:Werewolf in London	Zeffie Tilbury
StZ1	T:Searching for Bobbie Fisher	Max Pomeranc
SuG20	T:Fortress	Loryn Lockwood
SuG25	T:Lost in Space	Matt LeBlanc
SuG25	T:Lost in Space	Peter Newman
SuK10	T:A Man of no Importance	Michael Gambon
SuR10	TZ:The Loners	Pat Stich
SuR10	TZ:The Loners	Alex Dreier
SuS10	TZ:Smithereens	Brad Rinn
SuS12	T:Desperately Seeking Susan	Aidan Quinn
SuS12	T:Desperately Seeking Susan	Anne Carslile
SuS12	T:Desperately Seeking Susan	Ann Magnuson
SuS16	T:Making Mr.~Right	Ann Magnuson
SuS16	T:Making Mr.~Right	Ben Masters
SuS16	T:Making Mr.~Right	Polly Bergen
SuS25	T:The Dutch Master	Mira Sorvina
SuS25	T:The Dutch Master	Aida Turturro
SW2	T:Beyond the Rocks	Alec. B. Francis
SW2	T:Beyond the Rocks	Mabel vanBuren
SW6	T:Paid	Polly Moran
SW12	T:A Day at the Races	Zeppo Marx
SW12	T:A Day at the Races	Margaret Dumont
SW12	T:A Day at the Races	Maureen OSullivan
SW12	T:A Day at the Races	Allen Jones
SW13	T:Madame X	Reginald Owen
SW13	T:Madame X	Lynne Carver
SW15	T:Goodbye Mr.~Chips	Paul Henreid
SW18	T:Kitty Foyle	Mary Trees
SW18	T:Kitty Foyle	Nella Walker
SW21	T:King's Row	Ann Sheridan
SW21	T:King's Row	Bob Cummings
SW21	T:King's Row	Betty Field
SW21	T:King's Row	Nancy Coleman
SW21	T:King's Row	Maria Ouspenskaya
SW22	T:For Whom the Bell Tolls	Akim Tamiroff
SW22	T:For Whom the Bell Tolls	Arturo deCordova
SW22	T:For Whom the Bell Tolls	Mikhail Rasumny
SW22	T:For Whom the Bell Tolls	Alexander Granach
SW25	T:Casanova Brown	Anita Louise
SW25	T:Casanova Brown	Patricia Colinge
SW25	T:Casanova Brown	Mary Treen
SW30	T:Heartbeat	Basil Rathbone
SW30	T:Heartbeat	Mikhail Rasumny
SW30	T:Heartbeat	Melville Cooper
SW30	T:Heartbeat	Mona Maris
SWa10	T:Sinbad and the Eye of the Tiger	Margaret Whiting
SyC10	T:My New Gun	Maddie Corman
Sys2	T:Rocky III	Mr.~T
TAF10	T:Don't Call Me Frankie	Peter vanNorden
TAF10	T:Don't Call Me Frankie	Martin Beck
TaH6	T:Against All Odds	Alex Karras
TaH8	T:White Nights	Mikhail Baryshnikov
TaH30	T:When We Were Kings	Muhammed Ali
TaH30	T:When We Were Kings	Norman Mailer
TB34	T:The Big City	Lon Chaney
TB34	T:The Big City	Betty Compson
TB34	T:The Big City	Marceline Day
TB35	T:London After Midnight	Marceline Day
TB35	T:London After Midnight	Polly Moran
TB55	T:Dracula	Bela Lugosi
TB60	T:Freaks	Olga Baclanova
TB67	T:The Mark of the Vampire	Lionel Barrymore
TB67	T:The Mark of the Vampire	Bela Lugosi
TB67	T:The Mark of the Vampire	Lionel Atwill
TBe1	T:Let's Talk About Sex	Randy Ingerman
TBe1	T:Let's Talk About Sex	Paget Brewster
TBi10	T:Star Trap	Nicky Henson
TBl10	TZ:My Bodyguard	Martin Mull
TBl10	TZ:My Bodyguard	Matt Dillon
TBl15	TZ:Six Weeks	Mary Tyler Moore
TBN10	T:Eye of God	Martha Plimpton
TBr10	T:Trading Mom	Maureen Stapleton
TBr10	T:Trading Mom	Andre the Giant
TBs6	T:Capriccio	Nicola Warren
TBs14	T:Nerosu Bianco	Anita Sanders
TBs40	T:Caligula	Peter OToole
TBu10	TZ:Attack Force Z	Mel Gibson
TCh2	T:Cheech and Chong's Next Movie	Betty Kennedy
TdC9	T:Johnny Suede	Brad Pitt
TDe14	T:Beautiful Girls	Matt Dillon
TDe14	T:Beautiful Girls	Michael Rappaport
TDe14	T:Beautiful Girls	Noah Emmerich
TDe14	T:Beautiful Girls	Mira Sorvino
TDe14	T:Beautiful Girls	Max Perlich
TDe14	T:Beautiful Girls	Martha Plimpton
TDe14	T:Beautiful Girls	Natalie Portman
TDe18	T:Monument Ave.	Billy Crudup
TDS10	TZ:Hell Night	Linda Blair
TDS15	TZ:The Concrete Jungle	Barbara Luna
TDv10	T:Distant Voices, Still Lives	Angela Walsh
TeB10	TZ:Slayground	Peter Coyote
TeB10	T:Slayground	Billie Whitelaw
TeB10	T:Slayground	Phillip Sayer
TFi9	T:Dracula	Peter Cushing
TFi9	T:Dracula	Michael Gough
TFi9	T:Dracula	Miles Malleson
TFi9	T:Dracula	Brad Starr
TFi10	T:The Hound of the Baskervilles	Peter Cushing
TFI10	T:The Hound of the Baskervilles	Andr\'e Morell
TFi12	T:The Mummy	Peter Cushing
TFi12	T:The Mummy	Raymond Huntley
TFi15	T:Brides of Dracula	Martita Hunt
TFi20	T:The Phantom of the Opera	Michael Gough
TFi20	T:The Phantom of the Opera	Martin Miller
TFi20	T:The Phantom of the Opera	Miriam Karlin
TFi24	T:The Gorgon	Peter Cushing
TFi24	T:The Gorgon	Barbara Shelley
TFi24	T:The Gorgon	Patrick Throughton
TFi30	T:Dracula, Prince of Darkness	Peter Cushing
TFi33	T:Frankenstein Created Woman	Peter Cushing
TFi35	T:Frankenstein Must Be Destroyed	Peter Cushing
TFi40	T:Frankenstein and the Monster from Hell	Peter Cushing
TFi40	T:Frankenstein and the Monster from Hell	Bernard Lee
TFi40	T:Frankenstein and the Monster from Hell	Madeleine Smith
TG11	T:China Seas	Akim Tamiroff
TG19	T:Eternally Yours	Raymond Walburn
TG20	T:Trade Winds	Ralph Bellamy
TG20	T:Trade Winds	Ann Sothern
TG21	T:Seven Sinners	Marlene Dietrich
TG21	T:Seven Sinners	Albert Dekker
TG21	T:Seven Sinners	Anna Lee
TG21	T:Seven Sinners	Mischa Auer
TG21	T:Seven Sinners	Billy Gilbert
TG27	T:Mrs.~Parkinton	Agnes Morrehead
TG30	T:The Postman Always Ring Twice	Audrey Totter
TG30	T:The Postman Always Ring Twice	Alan Reed
TG32	T:A Connecticut Yankee in King Arthur's Court	Bing Crosby
TG32	T:A Connecticut Yankee in King Arthur's Court	Rhonda Fleming
TG32	T:A Connecticut Yankee in King Arthur's Court	Murvyn Vye
TGA10	T:Strawberry and Chocolate	Mirta Ibarra
TgD1	T:The Adventures of Picasso	Birgitta Andersson
TgD1	T:The Adventures of Picasso	Magnus H\"arenstam
TGi1	T:Monty Python and the Holy Grail	Michael Palin
TGi2	T:Jabberwocky	Michael Palin
TGi4	T:Time Bandits	Michael Palin
TGi4	T:Time Bandits	Peter Vaughan
TGi5	T:Brazil	Michael Palin
TGi5	T:Brazil	Peter Vaughn
TGi5	T:Brazil	Bob Hoskins
TGi6	T:The Adventures of Baron Munchhausen	Oliver Reed
TGw10	T:A Walk on the Moon	Live Schreiber
TGw10	T:A Walk on the Moon	Anna Paquin
ThA10	T:The Silver Streak	Arthur Lake
ThC40	T:Swing Kids	Barbara Hershey
ThD50	T:The Secret People	Audrey Hepburn
ThD50	T:The Secret People	Megs Jenkins
ThD50	T:The Secret People	Athene Seyler
ThD50	T:The Secret People	Reginald Tate
ThF11	T:Love Affair	Astrid Allwyn
ThF11	T:Love Affair	Barbara Leonard
ThF11	T:Love Affair	Bradley Page
ThF15	T:Flying Down to Rio	Blanche Frederici
ThF15	T:Flying Down to Rio	Paul Porcasi
ThF15	T:Flying Down to Rio	Luis Alberni
ThF15	T:Flying Down to Rio	Betty Furness
ThF17	T:George White's Scandals	Alice Faye
ThF17	T:George White's Scandals	Arline judge
ThF25	T:So This is London	Berton Churchill
THg25	T:The Butcher's Wife	Max Perlich
THg25	T:The Butcher's Wife	Miriam Margolyes
ThI65	T:Custer's Last Fight	Anna Little
ThI65	T:Custer's Last Fight	Art Acord
THk16	T:From the Earth to the Moon	Mark Harmon
THk16	T:From the Earth to the Moon	Ann Magnuson
THk16	T:From the Earth to the Moon	Peter Scolari
THo10	T:Vampire ... Did you say Vampire?	William Ragsdale
ThR10	T:What a Life	Betty Field
THu13	T:Tex	Ben Johnson
THu13	TZ:Tex	Phil Brock
THu25	T:Paint it Black	Monique vandeVen
THu30	T:Sylvester	Michael Schoeffling
ThS10	T:So I Married an Axe Murderer	Mike Myers
ThS10	T:So I Married an Axe Murderer	Anthony LaPagia
ThS10	T:So I Married an Axe Murderer	Phil Hartman
ThS10	T:So I Married an Axe Murderer	Alan Arkin
ThS10	T:So I Married an Axe Murderer	Amanda Plummer
TiB5	T:Beetlejuice	Michael Keaton
TiB6	T:Batman	Pat Hingle
TiB6	T:Batman	Michael Gough
TiB6	T:Batman	Billy Dee Williams
TiB8	T:Edward Scissorhands	Alan Arkin
TiB14	T:Ed Wood	Bill Murray
TiB14	T:Ed Wood	Martin Landau
TiB17	T:Mars Attacks	Annette Benning
TiB17	T:Mars Attacks	Pierce Brosnan
TiB17	T:Mars Attacks	Martin Short
TiB17	T:Mars Attacks	Michael J. Fox
TiB17	T:Mars Attacks	Lukas Haas
TiB17	T:Mars Attacks	Natalie Portman
TiB17	T:Mars Attacks	Lisa Marie
TiB17	T:Mars Attacks	Pam Grier
TiG12	TZ:Jabberwocky	Michael Palin
TiG12	TZ:Jabberwocky	Max Wall
TiG15	TZ:Time Bandits	Ralph Richardson
TiH10	T:Digging to China	Mary Stuart Masterson
TJk10	T:Slums of Beverly Hills	Natasha Lyonne
TKa10	TZ:Bushido Blade	Richard Boone
TKo15	TZ:North Dallas Forty	Mac Davis
TKo15	TZ:North Dallas Forty	Nick Nolte
TKo15	T:North Dallas Forty	Bo Swenson
TKo19	TZ:Split Image	Michael OKeefe
TKo22	TZ:Uncommon Valor	Reb Brown
TKo22	T:Uncommon Valor	Reb Brown
TKo22	T:Uncommon Valor	Randall Cobb
TKo22	T:Uncommon Valor	Patrick Swayze
TLo10	T:Chain of Desire	Malcolm McDowell
TLW1	T:And the Sea Will Tell	Richard Crenna
TLW1	T:And the Sea Will Tell	Rachel Ward
TLW5	T:Holy Matrimony	Patricia Arquette
TMa1	T:Badlands	Ramon Bieri
TMa10	TZ:Days of Heaven	Linda Manz
TMy10	TZ:Riddle of the Sands	Michael York
TMy10	T:Riddle of the Sands	Alan Badel
TNa10	T:Okoge	Misa Shimuzu
TNu3	T:Hedda	Peter Eyre
TNu3	T:Hedda	Patrick Stewart
TNu10	T:Lady Jane	Patrick Stewart
ToC10	T:And You Thought Your Parents Were Weird	Marcia Strassman
ToG3	T:Will Penny	Ben Johnson
ToG3	T:Will Penny	Anthony Zerbe
ToG6	T:The Hawaiians	Alec McCowen
ToG6	T:The Hawaiians	Mako
ToG6	T:The Hawaiians	Ann Knight
ToG6	T:The Hawaiians	Lyle Bettger
ToG8	TZ:Glass House	Alan Alda
ToG8	TZ:Glass House	Billy Dee Williams
ToG9	TZ:Lady Ice	Patrick Macgee
ToG10	TZ:Breakout	Randy Quaid
ToG15	TZ:Breakheart Pass	Ben Johnson
ToG20	TZ:QB VII	Ben Gazzara
ToG20	TZ:QB VII	Anthony Hopkins
ToG22	TZ:The Greatest	Muhammed Ali
ToG22	TZ:The Greatest	Lloyd Hanes
ToH1	T:The Texas Chain Saw Massacre	Marilyn Burns
ToH1	T:The Texas Chain Saw Massacre	Alan Danziger
ToH1	T:The Texas Chain Saw Massacre	Paul A. Partain
ToH1	T:The Texas Chain Saw Massacre	William Vail
ToH10	T:Eaten Alive	Mel Ferrer
ToH10	T:Eaten Alive	Marilyn Burns
ToH20	TZ:Poltergeist	Beatrice Straight
ToH20	T:Poltergeist	Oliver Robbins
ToH30	T:Invaders from Mars	Louise Fletcher
ToL10	T:Billy Jack	Bert Freed
ToP1	T:Testimony	Ben Kingsley
ToS5	T:Top Gun	McGillis
ToS5	T:Top Gun	Anthony Edwards
ToS10	T:Days of Thunder	Randy Quaid
ToS10	T:Days of Thunder	Nicole Kidman
ToS12	T:Beverly Hills Cop II	Paul Reiser
ToS15	T:True Romance	Patricia Arquette
ToS21	T:Crimson Tide	Matt Craven
ToS23	T:The Fan	Benicio delToro
ToZ20	T:Guns and Fury	Peter Graves
ToZ20	T:Guns and Fury	Albert Salmi
TPo8	T:Hang 'Em High	Pat Hingle
TPo8	T:Hang 'Em High	Ben Johnson
TPo8	T:Hang 'Em High	Bob Steele
TPo8	T:Hang 'Em High	Arlene Golonka
TPo8	T:Hang 'Em High	Alan Hale~jr.
TPo13	T:Magnum Force	Mitch Ryan
TPo14	TZ:The Baby	Anjanette Comer
TPo14	TZ:The Baby	Mariana Hill
TPo16	T:The Harrad Summer	Patricia Rohmer
TPo20	TZ:Go Tell the Spartans	Marc Singer
TPo21	TZ:Good Guys Wear Black	Anne Archer
TRb10	T:Bob Roberts	Alan Rickman
TRb10	T:Bob Roberts	Ray Wise
TrH10	T:The Scent of Green Papaya	Lu Man San
TrJ10	T:Monty Python's Life of Brian	Michael Palin
TrJ12	TZ:Secret Policeman's Ball	Michael Palin
TrJ14	TZ:Secret Policeman's Other Ball	Michael Palin
TrJ15	T:Monty Python's The Meaning of Life	Michael Palin
TRs1	T:Look Back in Anger	Richard Burton
TRs1	T:Look Back in Anger	Phyllis NeilsonTerry
TRs3	T:The Entertainer	Alan Bates
TRs3	T:The Entertainer	Albert Finney
TRs4	T:A Taste of Honey	Paul Danwuah
TRs8	T:The Loneliness of the Long-distance Runner	Michael Redgrave
TRs8	T:The Loneliness of the Long-distance Runner	Avis Bunnage
TRs8	T:The Loneliness of the Long-distance Runner	Alec McGowen
TRs15	T:The Loved One	Ayllene Gibbons
TRs15	T:The Loved One	Anajanette Comer
TRs15	T:The Loved One	Lionel Stander
TRs15	T:The Loved One	Paul Williams
TRs17	T:Laughter in the Dark	Nicol Williamson
TRs17	T:Laughter in the Dark	Anna Karina
TRs17	T:Laughter in the Dark	Peter Bowles
TRs18	T:Hamlet	Anthony Hopkins
TRs18	T:Hamlet	Marianne Faithfull
TRs18	T:Hamlet	Mark Dignam
TRs18	T:Hamlet	Michael Pennington
TRs22	TZ:Joseph Andrews	AnnMargret
TRs22	TZ:Joseph Andrews	Peter Firth
TRs22	TZ:Joseph Andrews	Michael Hordern
TRs22	TZ:Joseph Andrews	Beryl Reid
TRs22	T:Joseph Andrews	Peter Bull
TRs25	T:The Hotel New Hampshire	Paul McCrane
TRs25	T:The Hotel New Hampshire	Beau Bridges
TRs25	T:The Hotel New Hampshire	Natassja Kinski
TRs25	T:The Hotel New Hampshire	Wallace Shawn
TRs32	T:The Phantom of the Opera	Andrea Ferreo
TSy12	T:Patch Adams	Monica Potter
TSy12	T:Patch Adams	Peter Coyote
TSy12	T:Patch Adams	Phillip Seymor Hoffman
TSz5	T:Welcome to the Dollhouse	Matthew Faber
TTy10	T:Lola Rennt	Moritz Bleibtreu
TTy10	T:Lola Rennt	Nina Petri
TTz2	T:Fighting Father Dunne	Arthur Shields
TTz4	T:Riff Raff	Pat OBrien
TTz4	T:Riff Raff	percy Kilbride
TTz8	T:Johnny Allegro	Nina Foch
TTz9	T:The Window	Bobby Driscoll
TTz11	T:Gambling House	Basil Ruysdael
TTz20	T:Son of Sinbad	Mari Blanchard
TVw10	T:Frisk	Michael Gunther
TVw10	T:Frisk	Parker Posey
TWa10	T:Foreign Affaires	Ralph Lynn
TWa10	T:Foreign Affaires	Norma varden
TWa10	T:Foreign Affaires	Marie Lohr
TWh1	T:Safety Last	Mildred Davis
TWh1	T:Safety Last	Norah Young
TWh20	T:The Murder Man	Lucien Littlefield
TWh37	T:The Mad Doctor	Barabara Allen
TWh37	T:The Mad Doctor	Ralph Morgan
TWh41	T:Seven Days Leave	Lucille Ball
TWh41	T:Seven Days Leave	Mary Cortes
TWh41	T:Seven Days Leave	Ralph Edwards
TWh41	T:Seven Days Leave	Peter Lind Hayes
TWh41	T:Seven Days Leave	Marcy McGuire
TWh41	T:Seven Days Leave	Wallace Ford
TWh45	T:Higher and Higher	Mary Wickes
TWh45	T:Higher and Higher	Barbara Hale
TWh45	TZ:Higher and Higher	Mickey Rooney
TYg8	T:Safari	Orlando Martins
TYg17	T:Dr.~No	Bernard Lee
TYg17	T:Dr.~No	Anthony Dawson
TYg17	T:Dr.~No	Michel Mok
TYg17	T:Dr.~No	Reginald Carter
TYg18	T:From Russia With Love	Pedro Armendariz
TYg20	T:Thunderball	Luciana Paluzzi
TYg20	T:Thunderball	Philip Locke
TYg21	T:The Amorous Adventures of Moll Flanders	Michael Trubshawe
TYg25	T:Wait Until Dark	Richard Crenna
TYg40	T:Bloodline	Audrey Hepburn
TYg40	T:Bloodline	Ben Gazzara
TYg40	T:Bloodline	Michelle Phillips
TYg40	T:Bloodline	Omar Sharif
TyN10	T:Three Nuts in Search of a Bolt	Alvey Moore
UEd20	T:Last Exit To Brooklyn	Alexis Arquette
UEd20	T:Last Exit To Brooklyn	Maia Danziger
UEd25	T:Body of Evidence	Madonna
UEd25	T:Body of Evidence	Anne Archer
UlO12	T:Ticket of no Return	Lutze Hagen
UlO12	T:Ticket of no Return	Nina Hagen
UrG10	T:The Aviator's Generosity	Poul Reumert
USt10	T:Thrane's Method	Petronella Barker
VCy10	T:The Inheritance	Miroslav Donutil
VeZ10	TZ:Fade to Black	Linda Kerridge
VeZ10	TZ:Fade to Black	Morgan Paull
VDa10	T:The Benny Goodman Story	Berta Gersten
VdS13	T:Stazione Termini	Richard Beymer
VdS15	T:Two Women	Raf Vallone
VdS17	T:Yesterday, Today and Tomorrow	Marcello Mastroianni
VdS21	T:After the Fox	Peter Sellers
VdS21	T:After the Fox	Martin Balsam
VdS21	T:After the Fox	Paolo Stoppa
VdS21	T:After the Fox	Akim Tamiroff
VdS24	T:The Garden of the Finzi-Continis	Lino Capolicchio
VF19	T:Mantrap	Lon Poff
VF36	T:Treasure Island	Lionel Barrymore
VF36	T:Treasure Island	Otto Kruger
VF36	T:Treasure Island	Nigel Bruce
VF37	T:Our Daily Bread	Barbara Pepper
VF38	T:Bombshell	Pat OBrien
VF38	T:Bombshell	Louise Beavers
VF38	T:Bombshell	Mary Forbes
VF39	T:Reckless	May Robson
VF39	T:Reckless	Nat Pendleton
VF41	T:Captains Courageous	Lionel Barrymore
VF41	T:Captains Courageous	Mickey Rooney
VF41	T:Captains Courageous	Melvyn Douglas
VF41	T:Captains Courageous	Walter Kingsford
VF43	T:The Wizard of Oz	Bert Lahr
VF43	T:The Wizard of Oz	Allan Wolfe
VF44	T:Gone With the Wind	Barbara ONeil
VF44	T:Gone with the Wind	Mary Anderson
VF44	T:Gone With the Wind	Ann Rutherford
VF44	T:Gone With the Wind	Ona Munson
VF47	T:A Guy Named Joe	Lionel Barrymore
VF47	T:A Guy Named Joe	Barry Nelson
VGa10	T:Buffalo '66	Ben Gazzara
VGa10	T:Buffalo '66	Anjelica Houston
VGl10	T:Der Brocken	Ben Becher
VGu19	T:The Quatermass Experiment	Margia Dean
VGu23	T:Quatermass II	Lohn Longden
VGu23	T:Quatermass II	Percy Herbert
VGu25	T:Up the Creek	Peter Sellers
VGu25	T:Up the Creek	Michael Goodliffe
VGu25	T:Up the Creek	Reginald Beckwith
VGu25	T:Up the Creek	Lionel Jeffries
VGu34	T:Jigsaw	Michael Goodliffe
VGu36	T:The Beauty Jungle	Norman Bird
ViH20	T:Animal Crackers	Louis Sorin
ViS5	T:The Clodhopper	Margery Wilson
ViS5	T:The Clodhopper	Lydia Knott
ViS58	T:Forgotten Faces	Mary Bryan
ViS58	T:Forgotten Faces	Olga Baclanove
ViS58	T:Forgotten Faces	William Powell
ViS83	T:Rhythm on the River	Bing Crosby
ViS83	T:Rhythm on the River	Mary Martin
ViS84	T:Road to Singapore	Anthony Quinn
ViS86	T:Road to Zanzibar	Bing Crosby
ViS86	T:Road to Zanzibar	Bob Hope
ViW10	T:Map of the Human Heart	Anne Parillaud
ViW15	T:What Dreams May Come	AnnaBella Sciorra
ViW15	T:What Dreams May Come	Max vonSydow
VJD2	T:Sunrise at Campobello	Anne Shoemaker
VlM10	TZ:Moscow Does Not Believe in Tears	Raisa Ryazonova
VM1	T:Cabin in the Sky	Louis Armstrong
VM4	T:Meet Me in St.Louis	Marjorie Main
VM5	T:The Clock	Lucile leason
VM5	T:The Clock	Marshall Thompson
VM7	T:Ziegfeld Follies	Lucille Ball
VM7	T:Ziegfeld Follies	Red Skelton
VM7	T:Ziegfeld Follies	Lucille Bremer
VM7	T:Ziegfeld Follies	Marion Bell
VM8	T:Madame Bovary	Louis Jordan
VM9	T:Father of the Bride	Moroni Olson
VM9	T:Father of the Bride	Melville Cooper
VM11	T:The Bad and the Beautiful	Barry Sullivan
VM11	T:The Bad and the Beautiful	Paul Stewart
VM13	T:The Band Wagon	Oscar Levant
VM19	T:Lust for Life	Pamela Brown
VM19	T:Lust for Life	Niall mcGinnis
VM19	T:Lust for Life	Noel Purcell
VM19	T:Lust for Life	Lionel Jeffries
VM19	T:Lust for Life	Madge Kennedy
VM21	T:The Reluctant Debutante	Rex Harrison
VM21	T:The Reluctant Debutante	Peter Meyers
VM21	T:The Reluctant Debutante	Angela Lansbury
VM22	T:Gigi	Maurice Chevalier
VM33	T:A Matter of Time	Liza Minnelli
VME9	T:The Brotherhood of Satan	Anna Capri
VME9	T:The Brotherhood of Satan	Alvy moore
VME11	T:One Little Indian	Pat Hingle
VME11	T:One Little Indian	Morgan Woodard
VME14	T:Treasure of Matecumbe	Peter Ustinov
VME14	T:Treasure of Matecumbe	Billy Attmore
VME15	T:Herbie Goes to Monte Carlo	Bernard Fox
VME35	T:A Bird in the Hand	Peter Falk
VNf10	T:Meine Tochter geh\"ort mir	Nadja Nebas
VNu15	T:Ulee's Gold	Peter Fonda
VoS32	T:Swann in Love	Ornella Muti
VoS32	T:Swann in Love	Alain Delon
VoS32	T:Swann in Love	MarieChristine Barrault
VoS40	T:The Handmaid's Tale	Aidan Quinn
VoS42	T:Voyager	Barbara Sukowa
VoS48	T:Palmetto	Ralph Hoppe
VoS49	T:The Ogre	Armin MuellerStahl
