STAGENM	BIRTHNM	FIRSTNM	DOB	ORIGIN	GENDER	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
John Russell	Russell	John	1921	\Am	M	2005-07-07 18:34:06.208	2005-07-07 18:40:18.143
Lillian Russell	Leonard	Helen Louise	1861	\Am	F	2005-07-07 20:14:22.138	2005-07-07 21:04:58.296
Nipsey Russell	Russell	Nipsey	#	\Am	F	2005-07-08 02:31:10.263	2005-07-08 03:12:01.915
Gianni Russo	#	#	#	\Un	M	2005-07-07 23:22:32.267	2005-07-08 00:14:47.439
Rene Russo	Russo	Ren\'e	1955	\Am	F	2005-07-08 00:43:55.269	2005-07-08 01:50:27.093
Fran Ryan	#	#	#	\Un	F	2005-07-08 05:45:39.306	2005-07-08 06:17:46.48
Irene Ryan	Riordan	Irene	1903	\Am	F	2005-07-08 02:15:23.42	2005-07-08 03:38:56.595
James Ryan	#	#	#	\Un	M	2005-07-08 04:30:29.033	2005-07-08 04:44:08.003
Meg Ryan	#	#	#	\Un	F	2005-07-07 18:06:48.309	2005-07-07 18:49:19.068
Mitch Ryan	Ryan	Mitchell	1928	\Am	M	2005-07-07 22:49:33.624	2005-07-07 23:43:30.16
Peggy Ryan	Ryan	Peggy	1924	\Am	F	2005-07-08 02:04:01.453	2005-07-08 02:16:51.023
Robert Ryan	Ryan	Robert	1909	\Am	M	2005-07-08 11:39:23.603	2005-07-08 13:02:16.753
Raisa Ryazonova	#	#	#	\Un	F	2005-07-07 23:11:56.283	2005-07-08 00:05:38.791
David Rydall	#	#	#	\Un	M	2005-07-08 07:38:49.804	2005-07-08 08:17:35.456
Bobby Rydell	Rydell	Bobby	1942	\Am	M	2005-07-07 17:43:48.682	2005-07-07 18:09:40.97
Winona Ryder	Winona	Horowitz	1971	\Am	F	2005-07-07 19:06:38.384	2005-07-07 19:38:06.522
Jack Ryland	#	#	#	\Un	M	2005-07-07 22:25:24.727	2005-07-07 22:34:34.453
Yacef Saadi	#	#	#	\Un	M	2005-07-08 00:26:22.361	2005-07-08 01:24:51.062
Greta Sacchi	#	#	#	\Un	F	2005-07-08 06:24:21.545	2005-07-08 07:08:27.272
Stephen Sachs	#	#	#	\Un	M	2005-07-08 02:42:31.696	2005-07-08 03:34:13.576
Michael Sacks	#	#	#	\Un	M	2005-07-07 17:35:59.175	2005-07-07 18:12:47.408
Marianne Sagebrecht	S\"agebrecht	Marianne	#	\Ge	F	2005-07-07 16:52:19.1	2005-07-07 17:44:24.627
Kengji Sahara	#	#	#	\Un	#	2005-07-08 13:03:15.994	2005-07-08 13:18:28.855
Mort Sahl	Sahl	Mort	1926	\Am	M	2005-07-07 18:34:06.443	2005-07-07 19:08:32.21
Michael SaintDenis	Saint Denis	Michael	#	\Fr	M	2005-07-08 01:06:05.057	2005-07-08 01:10:27.055
Theresa Saldana	#	#	#	\Un	F	2005-07-08 11:45:09.916	2005-07-08 11:55:23.494
P.J. Sales	#	#	#	\Un	M	2005-07-07 15:55:39.211	2005-07-07 17:13:47.063
Louis Salon	#	#	#	\Un	M	2005-07-07 20:53:10.823	2005-07-07 21:50:01.693
Renato Salvatori	#	#	#	\Un	M	2005-07-07 19:07:22.549	2005-07-07 19:25:58.579
JoAnne Samuel	#	#	#	\Un	F	2005-07-07 18:02:53.29	2005-07-07 19:20:15.783
Henry Sanada	#	#	#	\Un	M	2005-07-08 10:25:30.239	2005-07-08 10:44:26.478
Jaime Sanchez	#	#	#	\Un	M	2005-07-07 21:35:38.064	2005-07-07 22:40:52.215
Salvatore Sanchez	#	#	#	\Un	M	2005-07-08 02:39:40.973	2005-07-08 03:58:22.54
George Sanders	Sanders	George	1906	\Br	M	2005-07-08 11:47:04.224	2005-07-08 12:51:02.747
William Sanderson	#	#	#	\Un	M	2005-07-07 22:45:06.647	2005-07-07 23:14:52.081
Steve Sandor	#	#	#	\Un	M	2005-07-08 00:37:32.128	2005-07-08 00:45:40.541
Julian Sands	#	#	#	\Un	M	2005-07-08 09:07:20.621	2005-07-08 09:49:28.498
Olga SanJuan	San Juan	Olga	1927	\Am	F	2005-07-07 18:58:22.819	2005-07-07 20:12:13.428
Tom Santchi	#	#	#	\Un	M	2005-07-07 17:54:54.091	2005-07-07 18:13:12.447
Reni Santoni	Santoni	Reni	1939	\Am	M	2005-07-08 13:03:53.974	2005-07-08 13:23:36.147
Joe Santos	#	#	#	\Un	M	2005-07-08 01:26:39.669	2005-07-08 02:15:11.886
Tom Santschi	Santschi	Tom	1879	\Am	M	2005-07-08 06:54:59.107	2005-07-08 07:58:24.88
Michael Sarrazin	Sarrazin	Michael	1940	\Ca	M	2005-07-08 11:01:58.319	2005-07-08 11:41:22.951
Fred Savage	#	#	1976	\Un	M	2005-07-07 22:23:03.968	2005-07-07 23:20:58.992
Vic Savage	#	#	#	\Un	M	2005-07-08 05:56:40.764	2005-07-08 06:30:21.938
George Savalas	#	#	#	\Un	M	2005-07-07 18:14:31.896	2005-07-07 19:40:26.52
Tom Savini	#	#	#	\Un	M	2005-07-07 15:49:29.329	2005-07-07 17:05:37.184
Jimmy Savo	Savo	Jimmy	1895	\Am	M	2005-07-08 06:30:05.203	2005-07-08 07:32:14.034
Teresa Ann Savoy	#	#	#	\Un	F	2005-07-08 04:38:07.374	2005-07-08 04:52:42.858
Joseph Sawyer	Sawyer	Joseph	1901	\Am	M	2005-07-07 20:31:48.517	2005-07-07 20:58:28.115
Peggy Sawyer	#	#	#	\Un	F	2005-07-07 23:13:46.591	2005-07-08 00:03:36.358
Felice Schacter	#	#	#	\Un	F	2005-07-07 22:03:43.229	2005-07-07 22:54:54.048
Wendy Schall	#	#	#	\Un	F	2005-07-07 21:10:56.656	2005-07-07 21:20:26.077
Sabrina Scharf	#	#	#	\Un	F	2005-07-08 07:25:52.255	2005-07-08 08:22:13.209
Ronnie Schell	#	#	#	\Un	#	2005-07-08 10:14:22.119	2005-07-08 10:46:36.348
August Schellenberg	#	#	#	\Un	M	2005-07-08 12:40:31.369	2005-07-08 13:08:39.302
Ralph Schicha	#	#	#	\Un	M	2005-07-08 14:07:12.533	2005-07-08 14:20:31.342
Joseph Schildkraut	Schildkraut	Joseph	1895	\Os	M	2005-07-08 08:17:41.454	2005-07-08 09:30:44.373
Gus Schilling	Schilling	Gus	1908	\Am	M	2005-07-08 13:36:03.856	2005-07-08 13:42:24.538
Anja Schmidt	#	#	#	\Un	F	2005-07-08 06:44:09.72	2005-07-08 07:34:52.468
Joseph Schmidt	Schmidt	Joseph	1906	\Ge	M	2005-07-08 01:57:20.894	2005-07-08 02:37:26.623
John Schneider	#	#	#	\Un	M	2005-07-07 22:36:48.746	2005-07-07 23:32:11.7
Magda Schneider	Schneider	Magda	#	\Os	F	2005-07-07 18:58:36.941	2005-07-07 19:06:05.584
Maria Schneider	Schneider	Maria	1952	\Ge	F	2005-07-08 13:11:01.79	2005-07-08 14:38:52.888
Romy Schneider	Albach-Retty	Rosemarie	1938	\Os	F	2005-07-08 08:01:23.935	2005-07-08 08:14:52.591
Michael Schoeffling	#	#	#	\Un	M	2005-07-08 01:44:45.614	2005-07-08 02:28:32.705
Kyra Schon	#	#	#	\Un	F	2005-07-08 03:39:02.883	2005-07-08 04:07:16.012
Avery Schreiber	#	#	#	\Un	M	2005-07-08 09:19:45.006	2005-07-08 09:35:41.625
stagenm	fmn	gn	#	\Un	G	2005-07-08 12:21:39.903	2005-07-08 13:45:09.85
Dwight Schultz	Schultz	Dwight	#	\Am	M	2005-07-08 10:20:37.302	2005-07-08 11:31:35.904
Reinhold Schunzel	Schunzel	Reinhold	1886	\Ge	M	2005-07-07 15:48:25.833	2005-07-07 15:53:40.213
Scott Schwartz	#	#	#	\Un	M	2005-07-07 17:50:13.821	2005-07-07 18:32:32.891
Maurice Schwarz	Schwarz	Maurice	1891	\Am	M	2005-07-07 21:58:17.301	2005-07-07 22:26:37.078
Patti Scialfa	bn	fn	#	#	F	2005-07-08 10:47:11.136	2005-07-08 12:02:46.677
Annbelle Sciorra	Sciorra	Annabelle	#	\Am	F	2005-07-07 21:24:49.353	2005-07-07 22:08:07.027
Edith Scon	#	#	#	\Un	F	2005-07-08 08:04:16.131	2005-07-08 08:11:03.837
Zvee Scooler	#	#	#	\Un	#	2005-07-08 10:03:38.316	2005-07-08 10:27:37.878
Martin Scorsese	Scorcese	Martin	#	\Un	M	2005-07-08 08:59:20.526	2005-07-08 09:34:01.341
Campbell Scott	Scott	Campbell	#	\Am	M	2005-07-07 21:08:19.388	2005-07-07 22:32:57.25
David Scott	#	#	#	\Un	M	2005-07-07 17:42:33.241	2005-07-07 18:54:31.932
Donovan Scott	#	#	#	\Un	M	2005-07-07 23:19:14.815	2005-07-07 23:54:25.545
George C. Scott	Scott	George Campbell	1926	\Am	M	2005-07-08 13:18:30.306	2005-07-08 14:47:32.05
Jane Scott	#	#	#	\Un	F	2005-07-08 14:43:07.858	2005-07-08 15:17:20.388
Ken Scott	Scott	Ken	#	\Am	M	2005-07-07 20:45:47.515	2005-07-07 20:58:10.062
Margaretta Scott	Scott	Margaretta	1912	\Br	F	2005-07-07 19:31:17.181	2005-07-07 19:35:36.025
Martha Scott	Scott	Martha	1914	\Am	F	2005-07-08 02:10:13.825	2005-07-08 03:32:28.522
Mary Scott	Scott	mary	#	\Un	F	2005-07-07 15:47:44.551	2005-07-07 17:16:44.943
Pippa Scott	Scott	Pippa	1935	\Am	F	2005-07-08 10:20:08.582	2005-07-08 11:11:23.689
Randolph Scott	Crane	Randolph	1903	\Am	M	2005-07-08 07:41:29.221	2005-07-08 08:39:03.469
Terry Scott	Scott	Terry	1927	\Br	M	2005-07-07 18:42:15.248	2005-07-07 19:12:20.406
Vito Scotti	#	#	#	\Un	M	2005-07-07 21:24:03.502	2005-07-07 22:51:44.888
Linda Scruggs	#	#	#	\Un	F	2005-07-07 17:21:04.315	2005-07-07 17:28:13.053
Franklyn Seales	#	#	#	\Un	M	2005-07-08 06:27:44.459	2005-07-08 07:46:02.154
Heather Sears	Sears	Heather	1935	\Br	F	2005-07-07 16:52:18.361	2005-07-07 17:45:59.365
James Seay	#	#	#	\Un	M	2005-07-07 19:20:30.186	2005-07-07 19:26:31.729
Josef Sebanek	#	#	#	\Un	M	2005-07-07 18:40:38.138	2005-07-07 19:56:32.467
Vivienne Segal	Segal	Vivienne	1897	\Am	F	2005-07-08 08:31:21.009	2005-07-08 09:42:07.852
Pierre Segui	#	#	#	\Un	M	2005-07-08 07:10:47.526	2005-07-08 07:15:53.088
Johnny Sekka	Sekka	Johnny	#	\WA	M	2005-07-07 18:15:06.159	2005-07-07 18:51:27.526
David Selby	Selby	David	1941	\Am	M	2005-07-08 10:44:28.999	2005-07-08 11:25:13.174
Milton Selzer	#	#	#	\Un	M	2005-07-08 13:12:15.182	2005-07-08 14:27:59.12
Larry Semon	Semon	Larry	1889	\Am	M	2005-07-08 03:27:59.364	2005-07-08 03:51:14.093
Kent Senatore	#	#	#	\Un	M	2005-07-08 14:12:26.341	2005-07-08 15:27:30.304
Joe Seneca	#	#	#	\Un	M	2005-07-08 08:39:34.408	2005-07-08 09:25:28.009
Assumpta Serna	#	#	#	\Un	F	2005-07-07 19:17:35.85	2005-07-07 19:47:08.524
Julieta Serrano	#	#	#	\Un	F	2005-07-08 10:00:45.89	2005-07-08 10:45:29.52
Christopher Serrone	Serrone	Christopher	1976	\Am	M	2005-07-07 19:34:51.589	2005-07-07 19:55:54.597
Pilar Seurat	Seurat	Pilar	#	#	F	2005-07-07 21:29:49.637	2005-07-07 22:13:04.203
Dan Seymour	Seymour	Dan	1915	\Am	M	2005-07-08 05:08:03.903	2005-07-08 06:08:12.306
Ralph Seymour	#	#	#	\Un	M	2005-07-07 20:17:20.271	2005-07-07 21:06:29.636
Kamran Shah	Shah	Kamran	#	\Un	F	2005-07-07 19:06:57.561	2005-07-07 20:11:01.683
ShabbaDoo	#	#	#	\Un	#	2005-07-07 22:54:08.486	2005-07-07 23:09:14.137
Glen Shadix	#	#	#	\Un	M	2005-07-08 03:59:27.801	2005-07-08 04:55:39.091
Wallace Shaen	#	#	#	\Un	M	2005-07-08 05:10:34.59	2005-07-08 06:17:27.747
Paul Shaffer	#	#	#	\Un	M	2005-07-08 04:29:42.527	2005-07-08 05:32:59.53
Tupac Shakur	#	#	#	\Un	M	2005-07-07 19:34:54.456	2005-07-07 20:43:46.442
Harry Shannon	Shannon	Harry	1890	\Am	M	2005-07-08 07:28:37.687	2005-07-08 07:32:02.233
Ray Sharkey	Sharkey	Ray	1952	\Am	M	2005-07-07 21:40:39.909	2005-07-07 22:01:16.837
William Shatner	Shatner	William	1931	\Ca	M	2005-07-07 16:37:10.695	2005-07-07 17:08:29.762
Mickey Shaughnessy	Shaughnessy	Mickey	1920	\Am	M	2005-07-07 17:17:50.312	2005-07-07 17:28:17.234
Helen Shaver	#	#	#	\Un	F	2005-07-08 02:35:35.367	2005-07-08 03:30:45.129
Stan Shaw	#	#	#	\Un	M	2005-07-07 20:55:52.921	2005-07-07 21:38:20.346
Susan Damante Shaw	#	#	#	\Un	F	2005-07-07 18:10:31.056	2005-07-07 18:49:29.647
John Shea	#	#	#	\Un	M	2005-07-08 15:08:27.589	2005-07-08 15:52:29.058
Harry Shearer	#	#	#	\Un	M	2005-07-07 23:09:47.012	2005-07-07 23:29:16.111
Norma Shearer	Shearer	Norma	1900	\Ca	F	2005-07-07 21:49:42.885	2005-07-07 22:54:48.203
Alice Sheedy	#	#	#	\Un	F	2005-07-08 07:56:53.499	2005-07-08 08:25:19.765
Charlie Sheen	Sheen	Charlie	#	#	M	2005-07-08 06:49:44.426	2005-07-08 07:19:08.126
Reginald Sheffield	Sheffield	Reginald	1901	\Br	M	2005-07-08 12:03:24.929	2005-07-08 12:46:52.038
Elizabeth Shepherd	Shepherd	Elizabeth	#	\Br	F	2005-07-08 13:59:41.133	2005-07-08 15:10:25.196
Michael Shepley	Shepley-Smith	Michael	1907	\Br	M	2005-07-08 04:42:16.586	2005-07-08 05:01:01.267
Paula Sheppard	#	#	#	\Un	F	2005-07-08 02:19:13.368	2005-07-08 02:27:03.722
Margaret Sheridan	#	#	#	\Un	F	2005-07-08 10:16:58.679	2005-07-08 11:41:02.74
Yoko Shimada	#	#	#	\Un	F	2005-07-07 17:13:01.416	2005-07-07 18:13:22.48
Bill Shine	Shine	Bill	1911	\Br	M	2005-07-07 22:18:25.155	2005-07-07 22:33:30.531
Sue Shiomi	#	#	#	\Un	F	2005-07-07 23:55:42.749	2005-07-07 23:57:31.349
Yumi Shirakawa	#	#	#	\Un	F	2005-07-08 06:53:51.237	2005-07-08 07:48:48.406
Dan Shor	#	#	#	\Un	M	2005-07-08 12:50:47.227	2005-07-08 14:19:12.295
Dinah Shore	Shore	Francis (Fanny) Rose	1917	\Am	F	2005-07-08 11:15:05.954	2005-07-08 11:46:48.473
Dorothy Short	#	#	#	\Un	F	2005-07-08 08:38:32.736	2005-07-08 08:45:49.648
Martin Short	#	#	1950	\Am	M	2005-07-08 13:22:52.371	2005-07-08 13:27:51.156
Robert Show	#	#	#	\Un	M	2005-07-07 16:18:53.41	2005-07-07 17:43:51.047
Max Showalter	Adams	Casey	1904	\Br	M	2005-07-08 08:13:06.895	2005-07-08 08:22:48.407
Ricky Shroder	#	#	#	\Un	M	2005-07-08 11:04:20.484	2005-07-08 12:16:52.409
Richard B. Shull	#	#	#	\Un	M	2005-07-08 07:01:47.093	2005-07-08 07:04:23.653
Elizabeth Shue	Shue	Elizabeth	#	\Am	F	2005-07-07 15:58:20.885	2005-07-07 16:50:15.605
Mort Shuman	#	#	#	\Un	M	2005-07-07 19:56:32.472	2005-07-07 20:10:21.509
Sabrina Siami	#	#	#	\Un	F	2005-07-08 01:00:56.038	2005-07-08 01:21:14.971
Basil Sidney	#	#	#	#	M	2005-07-08 14:39:49.446	2005-07-08 14:53:28.361
Gregory Sierra	Sierra	Gregory	#	\Am	M	2005-07-07 20:23:50.085	2005-07-07 21:18:43.412
Cynthia Sikes	#	#	#	\Un	F	2005-07-07 17:01:11.245	2005-07-07 18:27:20.065
James B. Sikking	Sikking	James B.	#	\Un	M	2005-07-08 04:03:55.311	2005-07-08 04:05:55.982
Milton Sills	Silvs	Milton	1882	\Am	M	2005-07-07 16:18:53.759	2005-07-07 17:42:16.492
Henry Silva	Silva	Henry	1928	\It	M	2005-07-08 15:11:32.112	2005-07-08 15:17:23.232
Trididad Silva	#	#	#	\Un	#	2005-07-08 15:02:13.877	2005-07-08 15:49:08.369
Silvain	#	#	#	\Fr	M	2005-07-07 20:08:21.791	2005-07-07 21:11:59.277
Joan Micklin Silver	Silver	Joan Micklin	1935	\Am	F	2005-07-07 21:41:08.442	2005-07-07 22:47:14.658
Joe Silver	#	#	#	\Un	M	2005-07-08 10:54:15.381	2005-07-08 12:19:58.314
Ron Silver	Silver	Ron	#	\Un	M	2005-07-07 18:58:02.24	2005-07-07 19:17:16.937
Jay Silverheels	Silverheels	Jay	1919	\Ca	M	2005-07-08 01:07:39.619	2005-07-08 01:15:41.622
Gerald Sim	Sim	Gerald	1925	\Br	M	2005-07-08 09:21:24.169	2005-07-08 09:51:49.426
Vasek Simek	Simek	Vasek	1928	\Cz	M	2005-07-07 23:57:33.386	2005-07-08 01:14:56.601
Arlene Simmons	#	#	#	\Un	F	2005-07-07 23:14:52.452	2005-07-07 23:19:46.375
Jean Simmons	Simmons	Jean	1929	\Br	F	2005-07-08 13:28:16.793	2005-07-08 14:31:42.119
Simone Simon	Simon	Simone	1910	\Fr	F	2005-07-07 16:57:37.194	2005-07-07 16:57:43.637
Peggy Simpson	#	#	#	\Un	F	2005-07-07 20:12:34.716	2005-07-07 20:37:59.127
Gordon John Sinclair	#	#	#	\Un	M	2005-07-08 14:33:29.815	2005-07-08 15:44:51.018
Lori Singer	#	#	#	\Un	F	2005-07-07 17:24:21.479	2005-07-07 17:48:41.066
Marc Singer	#	#	#	\Un	M	2005-07-08 11:22:10.134	2005-07-08 12:28:57.456
Steve Singer	#	#	#	\Un	M	2005-07-08 09:31:26.45	2005-07-08 10:37:42.465
Joseph Sirola	#	#	#	\Un	M	2005-07-08 03:24:22.261	2005-07-08 04:06:49.895
Lilia Skala	Skala	Lilia	#	\Ge	F	2005-07-08 06:31:13.374	2005-07-08 07:08:08.445
Tom Skerritt	Skerritt	Tom	1933	\Am	M	2005-07-08 15:30:14.584	2005-07-08 16:00:32.1
Cornelia Otis Skinner	Skinner	Cornelia	1901	\Am	F	2005-07-08 05:21:02.55	2005-07-08 05:39:49.59
Otis Skinner	Skinner	Otis	1858	\Am	M	2005-07-08 01:38:31.817	2005-07-08 02:41:53.195
Olga Slade	#	#	#	\Un	F	2005-07-08 03:32:00.912	2005-07-08 04:09:38.106
Richard B. Skull	#	#	#	\Un	M	2005-07-08 01:49:37.933	2005-07-08 02:31:30.702
Christian Slater	#	#	1969	\Un	M	2005-07-08 09:15:04.435	2005-07-08 09:28:49.003
Helen Slater	#	#	#	#	F	2005-07-08 07:38:58.065	2005-07-08 08:32:43.875
Richard X. Slattery	#	#	#	\Un	M	2005-07-08 13:38:08.979	2005-07-08 14:28:55.319
Hana Slikova	#	#	#	#	F	2005-07-08 09:14:53.091	2005-07-08 10:32:39.238
Marya Small	#	#	#	\Un	F	2005-07-07 15:54:19.863	2005-07-07 17:21:39.893
Brooke Smith	Smith	Brooke	1968	\Ct	F	2005-07-08 01:47:55.709	2005-07-08 01:59:24.435
Bubba Smith	#	#	#	\Un	#	2005-07-07 17:02:45.5	2005-07-07 17:12:29.925
Charles Martin Smith	#	#	#	\Un	M	2005-07-08 05:05:02.621	2005-07-08 05:57:59.586
Kate Smith	#	#	#	\Un	F	2005-07-07 22:12:40.242	2005-07-07 23:10:13.509
Kent Smith	Smith	Kent	1907	\Am	M	2005-07-08 07:02:11.76	2005-07-08 07:03:25.889
Lane Smith	#	#	#	\Un	F	2005-07-08 10:05:28.1	2005-07-08 10:28:14.163
Mel Smith	#	#	#	#	M	2005-07-08 07:35:40.588	2005-07-08 08:33:29.778
Rainbeaux Smith	Smith	Cheryl	#	\Un	F	2005-07-08 11:02:49.237	2005-07-08 11:40:41.734
Rex Smith	#	#	#	\Un	M	2005-07-07 18:06:20.605	2005-07-07 19:13:44.617
Innokenti Smoktunovsky	Smoktunovsky	Innokenti	1925	\Ru	M	2005-07-08 04:08:56.422	2005-07-08 05:08:05.483
Terri Susan Smith	#	#	#	\Un	F	2005-07-08 15:11:30.775	2005-07-08 15:56:40.324
William Smith	#	#	#	\Un	M	2005-07-08 04:14:44.34	2005-07-08 04:29:05.206
Sonja Smits	#	#	#	\Un	F	2005-07-08 15:30:51.398	2005-07-08 16:28:25.596
Jimmy `The Greek' Snyder	#	#	#	\Un	M	2005-07-08 15:06:00.988	2005-07-08 16:21:54.344
Park Jong Sod	#	#	#	\Un	M	2005-07-08 05:04:40.723	2005-07-08 05:24:07.887
Abraham Sofaer	Sofaer	Abraham	1896	\Bu	M	2005-07-07 19:01:12.602	2005-07-07 20:10:45.218
Sojin	Sojin	fn	#	\Ja	M	2005-07-08 09:00:08.332	2005-07-08 10:06:40.399
P.J. Soles	#	#	#	\Un	M	2005-07-07 15:48:56.199	2005-07-07 16:41:00.555
Andrew Solt	#	#	#	\Un	M	2005-07-08 09:12:32.646	2005-07-08 10:33:27.675
Julie Sommars	#	#	#	\Un	F	2005-07-07 18:02:37.269	2005-07-07 19:12:44.069
Gale Sondergaard	Sondergaard	Edith	1899	\Am	F	2005-07-07 23:47:51.919	2005-07-08 01:01:34.58
Paul Sonkkila	#	#	#	\Un	F	2005-07-08 01:58:52.652	2005-07-08 03:12:26.11
Linda Sorenson	#	#	#	\Un	F	2005-07-08 09:22:42.738	2005-07-08 10:47:44.834
Sissy Spacek	Spacek	Sissy	1950	\Am	F	2005-07-07 17:00:06.629	2005-07-07 17:51:50.364
Merrie Spaeth	#	#	#	\Un	F	2005-07-08 13:51:52.195	2005-07-08 13:53:57.666
Fay Spain	#	#	#	\Un	F	2005-07-07 23:48:28.641	2005-07-08 00:47:48.837
Vincent Spano	#	#	#	\Un	M	2005-07-08 08:34:32.647	2005-07-08 09:42:26.384
Hazel Spears	#	#	#	\Un	F	2005-07-08 05:48:32.519	2005-07-08 06:23:42.609
Bruce Spence	#	#	#	\Un	M	2005-07-08 09:26:11.875	2005-07-08 10:26:09.624
Bud Spencer	Pedersoli	Carlo	1929	\It	M	2005-07-07 16:16:11.36	2005-07-07 16:29:31.48
George Spencer	#	#	#	\Un	M	2005-07-08 06:33:18.117	2005-07-08 06:42:09.008
Joe Spinell	#	#	#	\Un	M	2005-07-07 17:16:05.042	2005-07-07 18:18:02.242
The Loving Spoonful	#	#	#	\Un	G	2005-07-08 15:31:58.039	2005-07-08 16:32:10.382
G.D. Spradlin	#	#	#	\Un	M	2005-07-08 08:24:46.984	2005-07-08 09:22:33.888
Rick Springfield	#	#	#	\Un	M	2005-07-08 03:07:52.277	2005-07-08 03:40:01.988
Robert Stack	Modini	Robert	1919	\Am	M	2005-07-07 23:52:09.361	2005-07-07 23:59:57.338
James Stacy	#	#	#	\Un	M	2005-07-08 01:56:57.88	2005-07-08 03:00:59.222
Richard Stahl	#	#	#	\Un	M	2005-07-08 03:59:52.161	2005-07-08 05:22:02.648
Philip Stainton	Stainton	Philip	1908	\Br	M	2005-07-07 17:08:12.339	2005-07-07 18:08:03.669
Sylvester Stallone	Stallone	Sylvester	1946	\Am	M	2005-07-07 17:48:15.511	2005-07-07 18:11:04.562
James Staley	#	#	#	\Un	M	2005-07-07 22:18:15.184	2005-07-07 22:58:35.549
Guy Standing	Standing	Sir Guy	1873	\Br	M	2005-07-07 22:14:58.062	2005-07-07 22:23:22.452
Jiri Stanislav	#	#	#	\Un	M	2005-07-07 17:32:49.902	2005-07-07 18:24:34.765
Forrest Stanley	#	#	#	\Un	M	2005-07-07 23:40:28.661	2005-07-08 00:30:29.894
Jean Stapleton	Murray	Jean	1923	\Am	F	2005-07-08 08:43:54.796	2005-07-08 09:04:41.321
Pauline Starke	Starke	Pauline	1901	\Am	F	2005-07-07 18:03:53.216	2005-07-07 18:19:35.164
Mary Steenburgen	Steenburgen	Mary	1952	\Am	F	2005-07-08 08:52:35.017	2005-07-08 09:21:44.152
Harvey Stephens	#	#	1970	\Am	M	2005-07-08 04:08:43.236	2005-07-08 04:18:14.507
James Stephenson	Stephenson	James	1888	\Br	M	2005-07-07 21:01:46.676	2005-07-07 21:03:40.827
Linda Sterling	#	#	#	\Am	F	2005-07-07 20:44:19.839	2005-07-07 21:27:56.974
Tisa Sterling	#	#	#	\Am	F	2005-07-08 13:53:25.184	2005-07-08 14:02:37.451
Inger Stevens	Stensland	Inger	1935	\Sw	F	2005-07-08 11:49:34.358	2005-07-08 13:18:04.958
Rise Stevens	Stevens	Rise	1913	\Am	F	2005-07-08 04:11:49.683	2005-07-08 04:17:04.276
Anita Stewart	Stewart	Anna May	1895	\Am	F	2005-07-08 15:02:39.414	2005-07-08 16:23:57.801
James Stewart	Stewart	James Maitland	1908	\Am	M	2005-07-08 03:40:30.205	2005-07-08 05:09:18.195
Paul Stewart	Stewart	Paul	1908	\Am	M	2005-07-08 04:59:39.707	2005-07-08 05:21:04.632
David Ogden Stiers	Stiers	David Ogden	#	\Am	M	2005-07-08 15:03:58.598	2005-07-08 15:43:56.976
Ben Stiller	Stiller	Ben	#	\Am	M	2005-07-08 02:02:38.319	2005-07-08 02:47:08.355
Eric Stoltz	Stoltz	Eric	1962	#	M	2005-07-08 08:18:00.48	2005-07-08 08:26:56.028
George E. Stone	Stein	George	1903	\Po	M	2005-07-08 06:58:04.234	2005-07-08 07:51:24.721
Lewis Stone	Stone	Lewis	1879	\Am	M	2005-07-08 11:44:12.828	2005-07-08 12:24:11.722
Sharon Stone	Stone	Sharon	#	\Am	F	2005-07-08 04:20:21.207	2005-07-08 05:22:26.864
Gale Storm	Cottle	Josephine	1922	\Am	F	2005-07-08 10:38:36.536	2005-07-08 11:19:10.604
Dorothy Stratten	Stratten	Dorothy	1960	#	F	2005-07-07 21:35:21.656	2005-07-07 22:51:21.881
Barbra Streisand	Streisand	Barbara Joan	1942	\Am	F	2005-07-08 09:54:58.614	2005-07-08 10:19:19.285
Ray Stricklyn	Stricklyn	Ray	1930	\Am	M	2005-07-08 06:34:08.192	2005-07-08 07:25:46.433
John Stride	Stride	John	1936	\Br	M	2005-07-07 21:28:28.232	2005-07-07 21:35:10.216
Woody Strode	Strode	Woodrow	1914	\Am	M	2005-07-07 20:23:30.11	2005-07-07 21:32:48.734
Annette Stroyberg	Stroyberg	Annette	#	\Ct	F	2005-07-08 11:11:50.567	2005-07-08 12:41:03.362
Margaret Sullavan	Brooke	Margaret	1911	\Am	F	2005-07-08 09:50:08.601	2005-07-08 10:29:30.719
Barry Sullivan	Barry	Patrick	1912	\Am	M	2005-07-07 21:45:46.114	2005-07-07 22:51:51.244
Geoffrey Sumner	Sumner	Geoffrey	1908	\Br	M	2005-07-08 08:10:23.639	2005-07-08 09:15:59.691
Grady Sutton	Sutton	Grady	1908	\Am	M	2005-07-08 10:23:51.955	2005-07-08 10:52:59.965
John Sutton	Sutton	John	1908	\Br	M	2005-07-08 00:33:46.872	2005-07-08 01:49:33.718
Bo Svenson	Svenson	Bo	1941	\Am	M	2005-07-08 13:38:18.254	2005-07-08 14:33:36.148
Dominique Swain	Swain	Dominique	#	\Un	F	2005-07-08 05:40:10.687	2005-07-08 06:03:42.405
Mack Swain	Swain	Mack	1876	\Am	M	2005-07-08 11:00:28.212	2005-07-08 11:23:21.651
Gloria Swanson	Swenson	Josephine	1897	\Am	F	2005-07-07 17:30:23.184	2005-07-07 18:47:15.654
