FILMID	TITLE	YEAR	DIRECTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
GiC10	Tm:Last Married Couple in America	1980	D:Cates	2005-07-07 19:07:22.549	2005-07-07 19:25:58.579
GiC12	Tm:Oh God, Book II	1980	D:Cates	2005-07-07 18:02:53.29	2005-07-07 19:20:15.783
GRo1	T:The Night of The Living Dead	1968	D:Romero	2005-07-08 10:25:30.239	2005-07-08 10:44:26.478
GRo5	Tm:Season of the Witch	1972	D:Romero	2005-07-07 21:35:38.064	2005-07-07 22:40:52.215
GRo15	T:Dawn of the Dead	1979	D:Romero	2005-07-08 02:39:40.973	2005-07-08 03:58:22.54
GRo20	T:Creepshow	1982	D:Romero	2005-07-08 11:47:04.224	2005-07-08 12:51:02.747
GRo30	T:The Night of The Living Dead - the Remake	1990	D:Romero	2005-07-07 22:45:06.647	2005-07-07 23:14:52.081
HMo10	Tm:With Six You Get Eggroll	1968	D:H.Morris	2005-07-08 00:37:32.128	2005-07-08 00:45:40.541
JOC10	T:The Valley of Gwangi	1968	D:OConnelly	2005-07-08 09:07:20.621	2005-07-08 09:49:28.498
JFr15	T:Venus in Furs	1970	D:Franco	2005-07-07 18:58:22.819	2005-07-07 20:12:13.428
JFr22	T:Jack the Ripper	1976	D:Franco	2005-07-07 17:54:54.091	2005-07-07 18:13:12.447
JGo10	T:Man Friday	1976	D:Gold	2005-07-08 13:03:53.974	2005-07-08 13:23:36.147
JGo13	Tm:The Medusa Touch	1978	D:Gold	2005-07-08 01:26:39.669	2005-07-08 02:15:11.886
JiC20	Tm:Madhouse	1974	D:J.Clark	2005-07-08 06:54:59.107	2005-07-08 07:58:24.88
KBi10	T:The Light at the Edge of the World	1971	D:Billington	2005-07-08 11:01:58.319	2005-07-08 11:41:22.951
MB2	Tm:The Twelve Chairs	1970	D:Mel~Brooks	2005-07-07 22:23:03.968	2005-07-07 23:20:58.992
MB3	T:Blazing Saddles	1974	D:Mel~Brooks	2005-07-08 05:56:40.764	2005-07-08 06:30:21.938
MB5	T:Silent Movie	1976	D:Mel~Brooks	2005-07-07 18:14:31.896	2005-07-07 19:40:26.52
MB6	T:High Anxiety	1978	D:Mel~Brooks	2005-07-07 15:49:29.329	2005-07-07 17:05:37.184
MgT10	Tm:Battle Beneath the Earth	1968	D:Tully	2005-07-08 06:30:05.203	2005-07-08 07:32:14.034
MRy1	T:The Fox	1968	D:Rydell	2005-07-08 04:38:07.374	2005-07-08 04:52:42.858
MRy21	T:Intersection	1994	D:Rydell	2005-07-07 20:31:48.517	2005-07-07 20:58:28.115
NoB3	T:Pretty Poison	1968	D:N.Black	2005-07-07 23:13:46.591	2005-07-08 00:03:36.358
PBo5	T:What's Up, Doc?	1972	D:Bogdanovich	2005-07-07 22:03:43.229	2005-07-07 22:54:54.048
PBo9	T:Nickelodeon	1976	D:Bogdanovich	2005-07-07 21:10:56.656	2005-07-07 21:20:26.077
PBo11	T:They All Laughed	1982	D:Bogdanovich	2005-07-08 07:25:52.255	2005-07-08 08:22:13.209
PBo15	T:The Mask	1985	D:Bogdanovich	2005-07-08 10:14:22.119	2005-07-08 10:46:36.348
PlB2	T:Marlowe	1968	D:P.Bogart	2005-07-08 12:40:31.369	2005-07-08 13:08:39.302
PlB12	T:The Skin Game	1971	D:P.Bogart	2005-07-08 14:07:12.533	2005-07-08 14:20:31.342
PlB20	Tm:Class of '44	1973	D:P.Bogart	2005-07-08 08:17:41.454	2005-07-08 09:30:44.373
PNe4	T:The Glass Menagerie	1987	D:P.Newman	2005-07-08 13:36:03.856	2005-07-08 13:42:24.538
UlG3	T:Straight Time	1978	D:Grosbard	2005-07-08 06:44:09.72	2005-07-08 07:34:52.468
YYa1	T:Otoko wa Tsurayo	1968	D:Yamada	2005-07-08 01:57:20.894	2005-07-08 02:37:26.623
YYa58	T:Otoko wa Tsurayo	1989	D:Yamada	2005-07-07 22:36:48.746	2005-07-07 23:32:11.7
YYa59	T:Tora-San, the Memorial Day of Salad	1989	D:Yamada	2005-07-07 18:58:36.941	2005-07-07 19:06:05.584
YYa60	T:Tora-San Goes to Vienna	1989	D:Yamada	2005-07-08 13:11:01.79	2005-07-08 14:38:52.888
BSc2	T:More	1969	D:Schroeder	2005-07-08 08:01:23.935	2005-07-08 08:14:52.591
BSc5	T:The Valley	1972	D:Schroeder	2005-07-08 01:44:45.614	2005-07-08 02:28:32.705
BSc7	T:General Idi Amin	1974	D:Schroeder	2005-07-08 03:39:02.883	2005-07-08 04:07:16.012
BSc9	T:Maitresse	1975	D:Schroeder	2005-07-08 09:19:45.006	2005-07-08 09:35:41.625
BSc11	T:Koko, the Talking Gorilla	1977	D:Schroeder	2005-07-08 12:21:39.903	2005-07-08 13:45:09.85
BSc20	T:Barfly	1987	D:Schroeder	2005-07-08 10:20:37.302	2005-07-08 11:31:35.904
BSc28	T:Single White Female	1992	D:Schroeder	2005-07-07 15:48:25.833	2005-07-07 15:53:40.213
DCa10	T:Demon Seed	1977	D:Cammell	2005-07-07 17:50:13.821	2005-07-07 18:32:32.891
HbR1	T:Goodbye Mr.~Chips	1969	D:H.Ross	2005-07-07 21:58:17.301	2005-07-07 22:26:37.078
HbR4	T:Play it Again, Sam	1972	D:H.Ross	2005-07-08 10:47:11.136	2005-07-08 12:02:46.677
HbR5	Tm:The Last of Sheila	1973	D:H.Ross	2005-07-07 21:24:49.353	2005-07-07 22:08:07.027
HbR6	T:Funny Lady	1975	D:H.Ross	2005-07-08 08:04:16.131	2005-07-08 08:11:03.837
HbR8	T:The Seven-Per-Cent Solution	1976	D:H.Ross	2005-07-08 10:03:38.316	2005-07-08 10:27:37.878
HbR10	T:California Suite	1978	D:H.Ross	2005-07-08 08:59:20.526	2005-07-08 09:34:01.341
HbR18	T:I Ought to be in Pictures	1982	D:H.Ross	2005-07-07 21:08:19.388	2005-07-07 22:32:57.25
HbR21	Tm:Footloose	1984	D:H.Ross	2005-07-07 17:42:33.241	2005-07-07 18:54:31.932
HbR22	T:Protocol	1984	D:H.Ross	2005-07-07 23:19:14.815	2005-07-07 23:54:25.545
HbR30	T:Steel Magnolias	1989	D:H.Ross	2005-07-08 13:18:30.306	2005-07-08 14:47:32.05
HbR34	T:Boys on The Side	1995	D:H.Ross	2005-07-08 14:43:07.858	2005-07-08 15:17:20.388
HJL10	Tm:The Candy Man	1969	D:Leder	2005-07-07 20:45:47.515	2005-07-07 20:58:10.062
IDx5	T:The Virgin Soldiers	1969	D:Dexter	2005-07-07 19:31:17.181	2005-07-07 19:35:36.025
IWa30	T:Hairspray	1988	D:Waters	2005-07-08 02:10:13.825	2005-07-08 03:32:28.522
IWa35	T:Cry-Baby	1990	D:Waters	2005-07-07 15:47:44.551	2005-07-07 17:16:44.943
NiR3	T:Don't Look Now	1973	D:Roeg	2005-07-08 10:20:08.582	2005-07-08 11:11:23.689
NiR30	T:Eureka	1983	D:Roeg	2005-07-08 07:41:29.221	2005-07-08 08:39:03.469
NiR40	T:Castaway	1986	D:Roeg	2005-07-07 18:42:15.248	2005-07-07 19:12:20.406
PHt1	T:On Her Majesty's Secret Service	1969	D:Hunt	2005-07-07 21:24:03.502	2005-07-07 22:51:44.888
PHt11	T:Gold	1974	D:Hunt	2005-07-07 17:21:04.315	2005-07-07 17:28:13.053
PHt13	T:Gulliver's Travels	1976	D:Hunt	2005-07-08 06:27:44.459	2005-07-08 07:46:02.154
PHt20	T:Wild Geese II	1985	D:Hunt	2005-07-07 16:52:18.361	2005-07-07 17:45:59.365
RA2	T:Young Winston	1972	D:Attenborough	2005-07-07 19:20:30.186	2005-07-07 19:26:31.729
RA3	T:A Bridge too Far	1977	D:Attenborough	2005-07-07 18:40:38.138	2005-07-07 19:56:32.467
RA5	T:Gandhi	1982	D:Attenborough	2005-07-08 08:31:21.009	2005-07-08 09:42:07.852
RA8	T:A Chorus Line	1985	D:Attenborough	2005-07-08 07:10:47.526	2005-07-08 07:15:53.088
RWF22	T:Chinese Roulette	1976	D:Fassbinder	2005-07-07 18:15:06.159	2005-07-07 18:51:27.526
RWF26	T:Despair	1978	D:Fassbinder	2005-07-08 10:44:28.999	2005-07-08 11:25:13.174
RWF27	T:The Marriage of Maria Braun	1978	D:Fassbinder	2005-07-08 13:12:15.182	2005-07-08 14:27:59.12
RWF32	T:Berlin-Alexanderplatz	1979	D:Fassbinder	2005-07-08 03:27:59.364	2005-07-08 03:51:14.093
RWF37.	T:Querelle	1982	D:Fassbinder	2005-07-08 14:12:26.341	2005-07-08 15:27:30.304
SBg10	T:The Picasso Summer	1969	D:Bourgignon	2005-07-08 08:39:34.408	2005-07-08 09:25:28.009
WA1	T:Take the Money and Run	1969	D:Woody~Allen	2005-07-07 19:17:35.85	2005-07-07 19:47:08.524
WA2	T:Bananas	1971	D:Woody~Allen	2005-07-08 10:00:45.89	2005-07-08 10:45:29.52
WA3	T:Everything You Always Wanted to Know About Sex and Were Afraid to Ask	1972	D:Woody~Allen	2005-07-07 19:34:51.589	2005-07-07 19:55:54.597
WA4	T:Sleeper	1973	D:Woody~Allen	2005-07-07 21:29:49.637	2005-07-07 22:13:04.203
WA5	T:Love and Death	1976	D:Woody~Allen	2005-07-08 05:08:03.903	2005-07-08 06:08:12.306
WA6	T:Annie Hall	1977	D:Woody~Allen	2005-07-07 20:17:20.271	2005-07-07 21:06:29.636
WA7	T:Interiors	1978	D:Woody~Allen	2005-07-07 19:06:57.561	2005-07-07 20:11:01.683
WA8	T:Manhattan	1979	D:Woody~Allen	2005-07-07 22:54:08.486	2005-07-07 23:09:14.137
WA10	T:A Midsummernights Sex Comedy	1982	D:Woody~Allen	2005-07-08 03:59:27.801	2005-07-08 04:55:39.091
WA12	T:Broadway Danny Rose	1984	D:Woody~Allen	2005-07-08 05:10:34.59	2005-07-08 06:17:27.747
WA13	T:Hannah and Her Sisters	1985	D:Woody~Allen	2005-07-08 04:29:42.527	2005-07-08 05:32:59.53
WA14	T:The Purple Rose of Cairo	1985	D:Woody~Allen	2005-07-07 19:34:54.456	2005-07-07 20:43:46.442
WA15	T:Radio Days	1987	D:Woody~Allen	2005-07-08 07:28:37.687	2005-07-08 07:32:02.233
WA18	T:Alice	1990	D:Woody~Allen	2005-07-07 21:40:39.909	2005-07-07 22:01:16.837
WA19	T:Shadows and Fog	1992	D:Woody~Allen	2005-07-07 16:37:10.695	2005-07-07 17:08:29.762
WA21	T:Manhattan Murder Mystery	1993	D:Woody~Allen	2005-07-07 17:17:50.312	2005-07-07 17:28:17.234
WA22	T:Bullets Over Broadway	1994	D:Woody~Allen	2005-07-08 02:35:35.367	2005-07-08 03:30:45.129
AML1	T:The Incredible Two-headed Monster	1970	D:Lanza	2005-07-07 20:55:52.921	2005-07-07 21:38:20.346
BGH10	Tm:Kelly's Heroes	1970	D:B.Hutton	2005-07-07 18:10:31.056	2005-07-07 18:49:29.647
BGH20	Tm:First Deadly Sin	1980	D:B.Hutton	2005-07-08 15:08:27.589	2005-07-08 15:52:29.058
BGH26	T:High Road to China	1983	D:B.Hutton	2005-07-07 23:09:47.012	2005-07-07 23:29:16.111
BRf1	T:Five Easy Pieces	1970	D:Rafelson	2005-07-07 21:49:42.885	2005-07-07 22:54:48.203
BRf4	T:Stay Hungry	1976	D:Rafelson	2005-07-08 07:56:53.499	2005-07-08 08:25:19.765
BRf20	T:The Postman Always Rings Twice	1981	D:Rafelson	2005-07-08 06:49:44.426	2005-07-08 07:19:08.126
DaA1	T:The Bird with the Crystal Plumage	1970	D:Argento	2005-07-08 12:03:24.929	2005-07-08 12:46:52.038
DaA5	T:Suspira	1976	D:Argento	2005-07-08 13:59:41.133	2005-07-08 15:10:25.196
DCs12	T:Burnt Offerings	1976	D:D.Curtis	2005-07-08 04:42:16.586	2005-07-08 05:01:01.267
DCR15	Tm:Scanners	1980	D:Cronenberg	2005-07-08 02:19:13.368	2005-07-08 02:27:03.722
DCr20	T:The Fly	1986	D:Cronenberg	2005-07-08 10:16:58.679	2005-07-08 11:41:02.74
DHe10	Tm:Dunwich Horror	1970	D:D.Haller	2005-07-07 17:13:01.416	2005-07-07 18:13:22.48
EdA5	T:Rush to Judgement	1970	D:deAntonio	2005-07-07 22:18:25.155	2005-07-07 22:33:30.531
EdA10	T:Point of Order	1975	D:deAntonio	2005-07-07 23:55:42.749	2005-07-07 23:57:31.349
EdA15	T:In the Year of the pig	1980	D:deAntonio	2005-07-08 06:53:51.237	2005-07-08 07:48:48.406
EdA20	T:Mr.~Hoover and I	1989	D:deAntonio	2005-07-08 12:50:47.227	2005-07-08 14:19:12.295
EMa10	T:A New Leaf	1970	D:E.May	2005-07-08 11:15:05.954	2005-07-08 11:46:48.473
EMa15	T:Heartbreak Kid	1972	D:E.May	2005-07-08 08:38:32.736	2005-07-08 08:45:49.648
FSc1	T:The Priest	1970	D:Schepisi	2005-07-08 13:22:52.371	2005-07-08 13:27:51.156
FSc5	T:The Chant of Jimmy Blacksmith	1978	D:Schepisi	2005-07-07 16:18:53.41	2005-07-07 17:43:51.047
FSc10	T:Barbarosa	1982	D:Schepisi	2005-07-08 08:13:06.895	2005-07-08 08:22:48.407
FSc15	T:Plenty	1985	D:Schepisi	2005-07-08 11:04:20.484	2005-07-08 12:16:52.409
HAs2	T:Harold and Maude	1971	D:Ashby	2005-07-08 07:01:47.093	2005-07-08 07:04:23.653
HAs3	T:The Last Detail	1974	D:Ashby	2005-07-07 15:58:20.885	2005-07-07 16:50:15.605
HAs4	T:Shampoo	1975	D:Ashby	2005-07-07 19:56:32.472	2005-07-07 20:10:21.509
HAs5	T:Bound for Glory	1975	D:Ashby	2005-07-08 01:00:56.038	2005-07-08 01:21:14.971
HAs7	T:Being There	1979	D:Ashby	2005-07-08 14:39:49.446	2005-07-08 14:53:28.361
HWe10	T:Medium Cool	1970	D:Wexler	2005-07-07 20:23:50.085	2005-07-07 21:18:43.412
HPr10	T:Something for Everyone	1970	D:Prince	2005-07-07 17:01:11.245	2005-07-07 18:27:20.065
HPr20	T:A Little Night Music	1977	D:Prince	2005-07-08 04:03:55.311	2005-07-08 04:05:55.982
JaB2	T:The Paper Chase	1973	D:Bridges	2005-07-07 16:18:53.759	2005-07-07 17:42:16.492
JaB5	T:The China Syndrome	1979	D:Bridges	2005-07-08 15:11:32.112	2005-07-08 15:17:23.232
JSb3	T:Puzzle of a Downfall Child	1970	D:Schatzberg	2005-07-08 15:02:13.877	2005-07-08 15:49:08.369
JSb5	T:Panic in Needle Park	1971	D:Schatzberg	2005-07-07 20:08:21.791	2005-07-07 21:11:59.277
JSb10	T:The Seduction of Joe Tynan	1979	D:Schatzberg	2005-07-07 21:41:08.442	2005-07-07 22:47:14.658
JSb13	Tm:Honeysuckle Rose	1980	D:Schatzberg	2005-07-08 10:54:15.381	2005-07-08 12:19:58.314
KCo15	T:The Land that Time Forgot	1974	D:Connor	2005-07-07 18:58:02.24	2005-07-07 19:17:16.937
KCo20	T:Trial by Combat	1976	D:Connor	2005-07-08 01:07:39.619	2005-07-08 01:15:41.622
KCo22	T:The People that Time Forgot	1977	D:Connor	2005-07-08 09:21:24.169	2005-07-08 09:51:49.426
LJe1	T:The Railway Children	1970	D:Jeffries	2005-07-07 23:57:33.386	2005-07-08 01:14:56.601
LJe2	T:The Amazing Mr.~Blunden	1972	D:Jeffries	2005-07-07 23:14:52.452	2005-07-07 23:19:46.375
MS4	T:Alice Doesn't Live Here Anymore	1974	D:Scorsese	2005-07-08 13:28:16.793	2005-07-08 14:31:42.119
MS7	Tm:New York, New York	1977	D:Scorsese	2005-07-07 16:57:37.194	2005-07-07 16:57:43.637
MS10	T:The Last Waltz	1978	D:Scorsese	2005-07-07 20:12:34.716	2005-07-07 20:37:59.127
MS19	T:The King of Comedy	1982	D:Scorsese	2005-07-08 14:33:29.815	2005-07-08 15:44:51.018
MS20	T:After Hours	1985	D:Scorsese	2005-07-07 17:24:21.479	2005-07-07 17:48:41.066
MWa10	Tm:Wolfen	1981	D:Wadleigh	2005-07-08 11:22:10.134	2005-07-08 12:28:57.456
PaS10	T:The Black Train	1970	D:Schiffer	2005-07-08 09:31:26.45	2005-07-08 10:37:42.465
PeS3	T:Countess Dracula	1970	D:Sasdy	2005-07-08 03:24:22.261	2005-07-08 04:06:49.895
PeS5	T:Hands of the Ripper	1971	D:Sasdy	2005-07-08 06:31:13.374	2005-07-08 07:08:08.445
PM1	T:Bob and Carol and Ted and Alice	1970	D:Mazursky	2005-07-08 15:30:14.584	2005-07-08 16:00:32.1
PM3	T:Blume in Love	1973	D:Mazursky	2005-07-08 05:21:02.55	2005-07-08 05:39:49.59
PM10	T:Down and Out in Beverly Hills	1986	D:Mazursky	2005-07-08 01:38:31.817	2005-07-08 02:41:53.195
PM12	T:Enemies, A Love Story	1989	D:Mazursky	2005-07-08 03:32:00.912	2005-07-08 04:09:38.106
PM15	T:Scenes from a Mall	1991	D:Mazursky	2005-07-08 01:49:37.933	2005-07-08 02:31:30.702
RBe2	T:The Late Show	1977	D:Benton	2005-07-08 09:15:04.435	2005-07-08 09:28:49.003
RBe3	T:Kramer vs. Kramer	1979	D:Benton	2005-07-08 07:38:58.065	2005-07-08 08:32:43.875
RBe5	Tm:Still of the Night	1982	D:Benton	2005-07-08 13:38:08.979	2005-07-08 14:28:55.319
RFu10	T:Wuthering Height	1970	D:Fuest	2005-07-08 09:14:53.091	2005-07-08 10:32:39.238
RFu11	T:The Abominable Dr. Phibes	1971	D:Fuest	2005-07-07 15:54:19.863	2005-07-07 17:21:39.893
RFu12	T:Dr. Phibes Rises Again	1972	D:Fuest	2005-07-08 01:47:55.709	2005-07-08 01:59:24.435
VME8	Tm:Gus	1970	D:McEveety	2005-07-07 17:02:45.5	2005-07-07 17:12:29.925
VME9	T:The Brotherhood of Satan	1971	D:McEveety	2005-07-08 05:05:02.621	2005-07-08 05:57:59.586
VME11	T:One Little Indian	1972	D:McEveety	2005-07-07 22:12:40.242	2005-07-07 23:10:13.509
VME13	T:Herbie Rides Again	1974	D:McEveety	2005-07-08 07:02:11.76	2005-07-08 07:03:25.889
VME14	T:Treasure of Matecumbe	1976	D:McEveety	2005-07-08 10:05:28.1	2005-07-08 10:28:14.163
VME15	T:Herbie Goes to Monte Carlo	1977	D:McEveety	2005-07-08 07:35:40.588	2005-07-08 08:33:29.778
VME18	T:The Apple Dumpling Gang Rides Again	1979	D:McEveety	2005-07-08 11:02:49.237	2005-07-08 11:40:41.734
VME20	T:Herbie Goes Bananas	1980	D:McEveety	2005-07-07 18:06:20.605	2005-07-07 19:13:44.617
WCr10	T:Swamp Thing	1981	D:W.Craven	2005-07-08 04:08:56.422	2005-07-08 05:08:05.483
WCr15	T:A Nightmare on Elm Street	1984	D:W.Craven	2005-07-08 15:11:30.775	2005-07-08 15:56:40.324
WCr20	T:The Return of the Swamp Thing	1986	D:W.Craven	2005-07-08 04:14:44.34	2005-07-08 04:29:05.206
WCr40	T:New Nightmare	1994	D:W.Craven	2005-07-08 15:30:51.398	2005-07-08 16:28:25.596
AJP1	T:Klute	1971	D:Pakula	2005-07-08 15:06:00.988	2005-07-08 16:21:54.344
AJP2	T:The Parallax View	1974	D:Pakula	2005-07-08 05:04:40.723	2005-07-08 05:24:07.887
AJP3	T:All the President's Men	1976	D:Pakula	2005-07-07 19:01:12.602	2005-07-07 20:10:45.218
AJP5	T:Starting Over	1980	D:Pakula	2005-07-08 09:00:08.332	2005-07-08 10:06:40.399
AJP7	T:Sophie's Choice	1982	D:Pakula	2005-07-07 15:48:56.199	2005-07-07 16:41:00.555
ATa5	T:La Salamandre	1971	D:Tanner	2005-07-08 09:12:32.646	2005-07-08 10:33:27.675
ATa10	T:Jonah Who Will Be 25 in the Year 2000	1976	D:Tanner	2005-07-07 18:02:37.269	2005-07-07 19:12:44.069
CEa1	T:Play Misty for Me	1971	D:Eastwood	2005-07-07 23:47:51.919	2005-07-08 01:01:34.58
CEa2	T:High Plains Drifter	1973	D:Eastwood	2005-07-08 01:58:52.652	2005-07-08 03:12:26.11
CEa3	T:The Outlaw Josey Wales	1976	D:Eastwood	2005-07-08 09:22:42.738	2005-07-08 10:47:44.834
CEa4	T:The Gauntlet	1977	D:Eastwood	2005-07-07 17:00:06.629	2005-07-07 17:51:50.364
CEa6	T:The Eiger Sanction	1981	D:Eastwood	2005-07-08 13:51:52.195	2005-07-08 13:53:57.666
CEa7	T:Firefox	1982	D:Eastwood	2005-07-07 23:48:28.641	2005-07-08 00:47:48.837
CEa9	Tm:Sudden Impact	1983	D:Eastwood	2005-07-08 08:34:32.647	2005-07-08 09:42:26.384
CEa12	T:Bird	1988	D:Eastwood	2005-07-08 05:48:32.519	2005-07-08 06:23:42.609
CEa14	T:White Hunter, Black Heart	1990	D:Eastwood	2005-07-08 09:26:11.875	2005-07-08 10:26:09.624
CEa15	T:Rookie	1990	D:Eastwood	2005-07-07 16:16:11.36	2005-07-07 16:29:31.48
CEa18	T:Bridges of Madison County	1995	D:Eastwood	2005-07-08 06:33:18.117	2005-07-08 06:42:09.008
CH5	T:Anthony and Cleopatra	1971	D:Heston	2005-07-07 17:16:05.042	2005-07-07 18:18:02.242
CoH1	T:Foul Play	1978	D:Higgins	2005-07-08 15:31:58.039	2005-07-08 16:32:10.382
CoH3	T:Best Little Whorehouse in Texas	1982	D:Higgins	2005-07-08 08:24:46.984	2005-07-08 09:22:33.888
CWr3	T:A Day in the Life of Ivan Denisovitch	1971	D:Wrede	2005-07-08 03:07:52.277	2005-07-08 03:40:01.988
CWr10	Tm:Ransom	1984	D:Wrede	2005-07-07 23:52:09.361	2005-07-07 23:59:57.338
DTr3	T:Silent Running	1971	D:Trumbull	2005-07-08 01:56:57.88	2005-07-08 03:00:59.222
DTr10	T:Brainstorm	1983	D:Trumbull	2005-07-08 03:59:52.161	2005-07-08 05:22:02.648
EPe10	T:Zeppelin	1971	D:Perier	2005-07-07 17:08:12.339	2005-07-07 18:08:03.669
GgL2	T:American Graffiti	1973	D:G.Lucas	2005-07-07 17:48:15.511	2005-07-07 18:11:04.562
GgL3	T:Star Wars	1977	D:G.Lucas	2005-07-07 22:18:15.184	2005-07-07 22:58:35.549
GPk10	T:Shaft	1971	D:Parks	2005-07-07 22:14:58.062	2005-07-07 22:23:22.452
GPk14	T:Shaft's Big Score	1972	D:Parks	2005-07-07 17:32:49.902	2005-07-07 18:24:34.765
HJ1	T:A Safe Place	1971	D:Jaglom	2005-07-07 23:40:28.661	2005-07-08 00:30:29.894
HJ5	T:Can She Bake a Cherry Pie?	1983	D:Jaglom	2005-07-08 08:43:54.796	2005-07-08 09:04:41.321
HJ7	Tm:Sitting Ducks	1980	D:Jaglom	2005-07-07 18:03:53.216	2005-07-07 18:19:35.164
IBa7	T:The Bingo Long Traveling All-Stars	1976	D:Badham	2005-07-08 08:52:35.017	2005-07-08 09:21:44.152
IBa10	T:Dracula	1979	D:Badham	2005-07-08 04:08:43.236	2005-07-08 04:18:14.507
IBa12	T:War Games	1983	D:Badham	2005-07-07 21:01:46.676	2005-07-07 21:03:40.827
IBa13	T:Blue Thunder	1983	D:Badham	2005-07-07 20:44:19.839	2005-07-07 21:27:56.974
IHk20	Tm:Brass Target	1978	D:Hough	2005-07-08 13:53:25.184	2005-07-08 14:02:37.451
IHk30	Tm:Triumphs of a Man Called Horse	1982	D:Hough	2005-07-08 11:49:34.358	2005-07-08 13:18:04.958
IvR23	T:Father's Day	1996	D:Reitman	2005-07-08 04:11:49.683	2005-07-08 04:17:04.276
LTu10	T:Marriage of A young Stockbroker	1971	D:Turman	2005-07-08 15:02:39.414	2005-07-08 16:23:57.801
LTu30	Tm:Second Thoughts	1982	D:Turman	2005-07-08 03:40:30.205	2005-07-08 05:09:18.195
MiT3	T:Mister Quilp	1975	D:Tuchner	2005-07-08 04:59:39.707	2005-07-08 05:21:04.632
MSL15	T:Strange Invaders	1984	D:M.Laughlin	2005-07-08 15:03:58.598	2005-07-08 15:43:56.976
MvC10	Tm:Evel Knievel	1971	D:Chomsky	2005-07-08 02:02:38.319	2005-07-08 02:47:08.355
MvC30	Tm:Tank	1984	D:Chomsky	2005-07-08 08:18:00.48	2005-07-08 08:26:56.028
PWr2	T:The Cars That Ate Paris	1971	D:Weir	2005-07-08 06:58:04.234	2005-07-08 07:51:24.721
PWr3	T:Picnic at Hanging Rock	1975	D:Weir	2005-07-08 11:44:12.828	2005-07-08 12:24:11.722
PWr5	T:Gallipoli	1981	D:Weir	2005-07-08 04:20:21.207	2005-07-08 05:22:26.864
PWr6	T:The Year of Living Dangerously	1982	D:Weir	2005-07-08 10:38:36.536	2005-07-08 11:19:10.604
PWr8	T:Witness	1985	D:Weir	2005-07-07 21:35:21.656	2005-07-07 22:51:21.881
PWr10	T:The Mosquito Coast	1986	D:Weir	2005-07-08 09:54:58.614	2005-07-08 10:19:19.285
PWr14	T:Green Card	1989	D:Weir	2005-07-08 06:34:08.192	2005-07-08 07:25:46.433
RBa1	T:Fritz the Cat	1971	D:Bakshi	2005-07-07 21:28:28.232	2005-07-07 21:35:10.216
RBa2	T:Heavy Traffic	1973	D:Bakshi	2005-07-07 20:23:30.11	2005-07-07 21:32:48.734
RBa3	T:The Nine Lives of Fritz the Cat	1975	D:Bakshi	2005-07-08 11:11:50.567	2005-07-08 12:41:03.362
RBa4	T:Coonskin	1975	D:Bakshi	2005-07-08 09:50:08.601	2005-07-08 10:29:30.719
RBa5	T:Wizards	1977	D:Bakshi	2005-07-07 21:45:46.114	2005-07-07 22:51:51.244
RBa6	T:Lord of The Ring	1978	D:Bakshi	2005-07-08 08:10:23.639	2005-07-08 09:15:59.691
RBa7	T:American Pop	1981	D:Bakshi	2005-07-08 10:23:51.955	2005-07-08 10:52:59.965
RBa8	T:Hey Good Lookin'	1982	D:Bakshi	2005-07-08 00:33:46.872	2005-07-08 01:49:33.718
RBB10	Tm:Made for Each Other	1971	D:Bean	2005-07-08 13:38:18.254	2005-07-08 14:33:36.148
RSa5	T:Vanishing Point	1971	D:Sarafin	2005-07-08 05:40:10.687	2005-07-08 06:03:42.405
RSfl0	Tm:The Man Who Loved Cat Dancing	1973	D:Sarafian	2005-07-08 11:00:28.212	2005-07-08 11:23:21.651
RSf20	Tm:Sunburn	1979	D:Sarafian	2005-07-07 17:30:23.184	2005-07-07 18:47:15.654
SPo2	T:Let's Do It Again	1975	D:Poitier	2005-07-07 18:39:05.476	2005-07-07 19:38:00.217
Spo8	T:Hanky Panky	1982	D:Poitier	2005-07-07 18:29:21.588	2005-07-07 18:32:54.606
StF5	T:Dangerous Liasons	1987	D:Frears	2005-07-08 06:10:42.832	2005-07-08 07:31:06.916
StF12	T:Hero	1992	D:Frears	2005-07-07 17:36:31.546	2005-07-07 18:54:59.313
StF14	T:The Snapper	1993	D:Frears	2005-07-08 14:18:54.189	2005-07-08 15:09:47.402
BaP10	T:Cool Breeze	1972	D:B.Pollack	2005-07-08 05:21:14.425	2005-07-08 06:43:40.677
BCl4	T:Murder by Decree	1979	D:B.Clark	2005-07-08 00:21:10.596	2005-07-08 01:31:16.82
CAN10	T:Charlotte's Web	1972	D:C.Nichols	2005-07-07 19:01:19.856	2005-07-07 19:20:21.684
DaH1	T:Running Scared	1972	D:Hemmings	2005-07-07 17:22:16.069	2005-07-07 18:46:29.016
DuW10	T:Some Will, Some Won't	1972	D:Wood	2005-07-08 02:48:13.582	2005-07-08 03:18:18.082
EgM10	Tm:Bad Man's River	1972	D:E.Martin	2005-07-08 14:22:06.14	2005-07-08 15:32:26.686
EgM12	T:Horror Express	1973	D:E.Martin	2005-07-08 03:43:33.837	2005-07-08 04:50:35.908
ELh1	T:Portnoy's Complaint	1972	D:E.Lehman	2005-07-08 11:00:53.628	2005-07-08 12:23:24.847
