filmid	title	year	director
LiA30	T:O Lucky Man	1972	D:L.Anderson
MCy3	T:The Girl in Black	1955	D:Cacoyannis
MCy8	T:Zorba the Greek	1965	D:Cacoyannis
MCy11	T:Iphigenia	1976	D:Cacoyannis
NuJ1	T:Night People	1954	D:Nunally~J.
NuJ2	T:Black Widow	1954	D:Nunally~J.
NuJ3	T:How to Be Very Very Popular	1955	D:Nunally~J.
NuJ4	T:The Man in The Gray Flannel Suit	1956	D:Nunally~J.
NuJ7	T:The Man Who Understood Women	1957	D:Nunally~J.
RDW2	Tm:Beneath the 12-Mile Reef	1953	D:R.D.Webb
RDW7	T:Caribbean Mystery	1954	D:R.D.Webb
RoA4	T:Vera Cruz	1953	D:Aldrich
RoA26	T:The Flight of the Phoenix	1965	D:Aldrich
RoA28	T:Dirty Dozen	1966	D:Aldrich
RoA32	T:The Legend of Lylah Clare	1968	D:Aldrich
RoA41	T:Grissom Gang	1971	D:Aldrich
RoA57	Tm:Hustle	1975	D:Aldrich
RoA68	T:The Frisco Kid	1979	D:Aldrich
RoA70	T:All the Marbles	1981	D:Aldrich
StK5	T:Spartacus	1960	D:Kubrick
StK10	T:Barry Lyndon	1975	D:Kubrick
AMa61	T:Around the World Under the Sea	1966	D:Marton
GGr8	T:SOS Pacific	1959	D:Guy~Green
HLS10	T:Gog	1954	D:Strock
JWe3	T:Pete Kelly's Blues	1955	D:J.Webb
KoI5	T:The Heart	1954	D:Ichikawa
KoI8	T:The Punishment Room	1955	D:Ichikawa
KoI15	T:Odd Obsessions	1958	D:Ichikawa
KoI20	T:Fires on the Plain	1959	D:Ichikawa
KoI25	T:The Sin	1961	D:Ichikawa
KoI30	T:An Actor's Revenge	1963	D:Ichikawa
KoI35	T:Alone in the Pacific	1966	D:Ichikawa
KoI40	T:To Love Again	1971	D:Ichikawa
KoI45	T:The Wanderers	1973	D:Ichikawa
KoI50	T:I am a Cat	1975	D:Ichikawa
KoI55	T:The Inugami Family	1976	D:Ichikawa
KoI60	T:Matababi	1977	D:Ichikawa
KoI65	T:Queen Bee	1978	D:Ichikawa
KoI67	T:Devil's Island	1978	D:Ichikawa
KoI70	T:The Phoenix	1977	D:Ichikawa
PeG3	T:Summer and Smoke	1960	D:Glenville
PeG4	T:Becket	1964	D:Glenville
PtF5	T:Attilo Flagello di Dio	1954	D:Francisci
PtF10	T:Le Fatiche di Ercole	1957	D:Francisci
YvR3	T:Men Only Think of That	1954	D:Y.Robert
YvR10	T:Courage Fuyons	1979	D:Y.Robert
BE7	T:Breakfast at Tiffany's	1961	D:B.Edwards
BE10	T:The Pink Panther	1963	D:B.Edwards
BE12	T:The Great Race	1964	D:B.Edwards
BE16	T:The Party	1968	D:B.Edwards
BE20	T:The Return of the Pink Panther	1974	D:B.Edwards
BE21	T:The Pink Panther Strikes Again	1976	D:B.Edwards
BE34	T:Victor/Victoria	1982	D:B.Edwards
BE35	T:Trail of the Pink Panther	1982	D:B.Edwards
BE37	T:The Man Who Loved Women	1983	D:B.Edwards
CoW3	T:Lancelot and Guinevere	1963	D:C.Wilde
CoW5	T:Beach Red	1967	D:C.Wilde
DeM4	T:Desire Under the Elms	1958	D:Del.Mann
DeM8	T:Lover Come Back	1961	D:Del.Mann
DeM10	T:That Touch of Mink	1962	D:Del.Mann
DeM17	Tm:Night Crossing	1980	D:Del.Mann
DeM20	T:Separate Tables	1983	D:Del.Mann
DM230	T:The Organization	1971	D:Medford
GFj15	T:I Was a Teenage Werewolf	1957	D:Fowler
HeH10	T:The Bar Sinister	1955	D:H.Hoffman
HLu10	T:Lady and the Tramp	1955	D:Luske
HWo1	T:Drei von der Tankstelle	1955	D:Wolff
InA10	T:Animal World	1955	D:I.Allen
InA15	T:The Story of Mankind	1957	D:I.Allen
JCn6	T:The Great Gatsby	1974	D:Clayton
JCn20	T:Something Wicked This Way Comes	1983	D:Clayton
MvS1	T:The Seven Little Foys	1955	D:Shavelson
MvS2	T:Beau James	1957	D:Shavelson
MvS3	T:Houseboat	1958	D:Shavelson
MvS4	T:The Five Pennies	1959	D:Shavelson
MvS6	T:On the Double	1961	D:Shavelson
MvS12	T:A New Kind of Love	1963	D:Shavelson
NPa3	T:The Court Jester	1956	D:Panama
PhD2	T:A View from Pompey's Head	1955	D:Ph.Dunne
PhD9	Tm:Wild in the Country	1961	D:Ph.Dunne
RAl55	T:The Happy Ending	1969	D:Altman
RAl56	T:M*A*S*H	1970	D:Altman
RAl62	T:Brewster McCloud	1971	D:Altman
RAl68	T:McCabe and Mrs.~Miller	1971	D:Altman
RAl69	T:Images	1972	D:Altman
RAl70	T:The Long Goodbye	1973	D:Altman
RAl71	T:Thieves Like Us	1973	D:Altman
RAl72	T:California Split	1974	D:Altman
RAl73	T:Nashville	1975	D:Altman
RAl85	T:Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean	1982	D:Altman
RAl87	T:Streamers	1983	D:Altman
RCo26	T:House of Usher	1960	D:Corman
RCo32	T:The Premature Burial	1962	D:Corman
RCo37	T:The Terror	1963	D:Corman
RCo41	T:The Masque of the Red Death	1964	D:Corman
RCo43	T:The Tomb of Ligeia	1965	D:Corman
RCo48	T:Gas-s-s!	1970	D:Corman
RCo60	T:Streetwalkin'	1980	D:Corman
RCo70	T:Watchers II	1987	D:Corman
RMl1	T:A Man Alone	1955	D:Milland
SK2	T:Pride and the Passion	1957	D:St.Kramer
SK12	T:Guess Who's Coming to Dinner	1967	D:St.Kramer
SK26	T:The Domino Principle	1977	D:St.Kramer
ToG6	T:The Hawaiians	1970	D:Gries
ToG15	Tm:Breakheart Pass	1976	D:Gries
VDa10	T:The Benny Goodman Story	1955	D:V.Davies
WiF10	Tm:John and Julie	1955	D:Fairchild
AVL10	T:Bandolero!	1968	D:McLaglen
AVL11	T:The Undefeated	1969	D:McLaglen
AVL30	T:The Wild Geese	1978	D:McLaglen
AVL35	Tm:The Sea Wolves	1980	D:McLaglen
CD8	T:What's New Pussycat?	1965	D:C.Donner
CD28	T:The Thief of Bagdad	1981	D:C.Donner
CD29	T:Charlie Chan and the Curse of the Dragon Queen	1981	D:C.Donner
DMG2	T:The Delicate Delinquent	1957	D:McGuire
FrL10	Tm:Great Locomotive Chase	1956	D:Lyon
GeP18	T:Murder Ahoy	1964	D:Pollock
GeP25	T:Ten Little Indians	1965	D:Pollock
GeP40	Tm:The Electric Horseman	1979	D:Pollock
HuC7	T:The Night of the Following Day	1969	D:Cornfield
JNs210	Tm:Summer Magic	1963	D:Neilson
JqR20	T:L'Amour Fou	1968	D:Rivette
JqR23	T:Out 1	1971	D:Rivette
LMa18	T:Souffle au Coeur	1971	D:Malle
LMa24	T:Atlantic City	1981	D:Malle
LMa30	T:Au Revoir Les Enfants	1988	D:Malle
LMa35	T:May Fools	1990	D:Malle
MFe40	T:Tales of Ordinary Madness	1981	D:Ferreri
MR13	T:The Brotherhood	1968	D:Ritt
MR14	T:The Great White Hope	1970	D:Ritt
MR15	T:The Molly Macguires	1970	D:Ritt
MR17	T:Pete 'n Tillie	1972	D:Ritt
MR19	T:The Front	1976	D:Ritt
MR21	T:Norma Rae	1979	D:Ritt
MR25	T:Back Roads	1980	D:Ritt
MR29	T:Cross Creek	1983	D:Ritt
MR30	T:Nuts	1987	D:Ritt
MR34	T:Iris and Stanley	1989	D:Ritt
RoL10	T:Anything Goes	1956	D:R.Lewis
RoV1	T:And God Created Woman	1956	D:Vadim
RoV2	T:Heaven Fell That Night	1957	D:Vadim
RoV7	T:La Ronde	1964	D:Vadim
RoV10	T:Barbarella	1968	D:Vadim
RoV13	T:Pretty Maids All in a Row	1971	D:Vadim
TPo12	T:The Harrad Experiment	1973	D:Post
ArH101	T:Flight to the East	1958	D:Hiller
ArH102	T:Disappearing Trick	1958	D:Hiller
ArH103	T:The Festive Season	1958	D:Hiller
ArH104	T:Post-Mortem	1958	D:Hiller
ArH106	T:The Jokester	1958	D:Hiller
ArH107	T:And the Desert Shall Blossom	1958	D:Hiller
ArH108	T:Mrs.~Herman and Mrs.~Fenimore	1958	D:Hiller
ArH109	T:The Morning of the Bride	1959	D:Hiller
ArH110	T:The Right Price	1959	D:Hiller
ArH111	T:Not the Running Type	1960	D:Hiller
ArH112	T:Across the Threshold	1960	D:Hiller
ArH113	T:Forty Detectives Later	1960	D:Hiller
ArH116	T:The Baby Blue Expression	1960	D:Hiller
ArH207	T:The Out-of-Towners	1970	D:Hiller
ArH210	T:The Hospital	1971	D:Hiller
ArH215	T:Silver Streak	1977	D:Hiller
ArH216	T:The In-Laws	1979	D:Hiller
ArH218	Tm:Making Love	1982	D:Hiller
ArH220	Tm:Romantic Comedy	1983	D:Hiller
ArH227	T:Teacher	1984	D:Hiller
ArH230	T:See No Evil, Hear No Evil	1989	D:Hiller
DTa150	T:Ride the Wild Surf	1964	D:D.Taylor
DTa210	T:Great Scout and Cathouse Thursday	1976	D:D.Taylor
DTa211	T:The Island of Dr.~Moreau	1977	D:D.Taylor
DTa212	T:Damien: Omen II	1978	D:D.Taylor
DTa215	Tm:The Final Countdown	1980	D:D.Taylor
EMo20	T:La Cage Au Folles	1978	D:Molinaro
EMo25	T:La Cage Au Folles II	1980	D:Molinaro
FrR20	T:Carmen	1984	D:Rosi
GTh12	T:Carry On Nurse	1959	D:G.Thomas
GTh14	T:Carry On Teacher	1960	D:G.Thomas
GTh16	T:Carry On Constable	1960	D:G.Thomas
GTh18	T:Carry On Regardless	1961	D:G.Thomas
GTh20	T:Carry On Cruising	1961	D:G.Thomas
GTh22	T:Carry On Cabby	1962	D:G.Thomas
GTh23	T:Twice Round the Daffodils	1962	D:G.Thomas
GTh24	T:Carry On Jack	1964	D:G.Thomas
GTh26	T:Carry On Spying	1964	D:G.Thomas
GTh28	T:Carry On Cleo	1964	D:G.Thomas
GTh30	T:Carry On Cowboy	1966	D:G.Thomas
GTh32	T:Carry On Screamming	1966	D:G.Thomas
GTh36	T:Follow that Camel	1967	D:G.Thomas
GTh37	T:Don't Loose Your Head	1966	D:G.Thomas
GTh38	T:Carry On Doctor	1967	D:G.Thomas
GTh40	T:Carry On Up The Khyber	1968	D:G.Thomas
GTh42	T:Carry On Camping	1968	D:G.Thomas
GTh44	T:Carry On Again Doctor	1969	D:G.Thomas
GTh46	T:Carry On Loving	1970	D:G.Thomas
GTh48	T:Carry On Up the Jungle	1970	D:G.Thomas
GTh50	T:Carry On Henry	1971	D:G.Thomas
GTh52	T:Carry On At Your Convenience	1971	D:G.Thomas
GTh54	T:Carry On Matron	1972	D:G.Thomas
GTh55	T:Carry On Abroad	1972	D:G.Thomas
GTh56	T:Carry On Girls	1973	D:G.Thomas
GTh57	T:Carry On Dick	1974	D:G.Thomas
GTh58	T:Carry On Behind	1974	D:G.Thomas
GTh60	T:Carry On England	1976	D:G.Thomas
GTh62	T:Carry On Emanuelle	1977	D:G.Thomas
IFr12	T:The Gypsy Moths	1969	D:Frankenheimer
IFr18	T:The French Connection II	1975	D:Frankenheimer
IFr25	Tm:Prophecy	1979	D:Frankenheimer
IFr30	Tm:The Challenge	1982	D:Frankenheimer
IFr35	T:52 Pickup	1986	D:Frankenheimer
JBC14	T:The Big Show	1960	D:J.B.Clark
MiW12	T:The Jokers	1966	D:Winner
MiW20	Tm:The Mechanic	1972	D:Winner
MiW22	T:Death Wish	1974	D:Winner
MiW30	Tm:The Big Sleep	1978	D:Winner
MRe7	T:Rockets Galore	1957	D:Relph
RDa25	T:The Man With Bogart's Face	1980	D:R.Day
RMu7	T:The Spiral Road	1962	D:Mulligan
RMu25	T:Up the Down Staircase	1967	D:Mulligan
RMu41	Tm:Bloodbrothers	1978	D:Mulligan
RMu46	Tm:Kiss Me Goodbye	1983	D:Mulligan
SJF17	T:Lady Sings the Blues	1972	D:Furie
SJF20	T:Gable and Lombard	1976	D:Furie
SJF22	T:The Entity	1982	D:Furie
SL10	T:The Group	1965	D:Lumet
SL19	T:The Anderson Tapes	1971	D:Lumet
SL21	T:Murder on the Orient Express	1974	D:Lumet
SL33	T:Prince of the City	1981	D:Lumet
SL35	T:The Verdict	1982	D:Lumet
SL37	T:Death Trap	1982	D:Lumet
SL39	T:Daniel	1983	D:Lumet
SL44	T:The Morning After	1986	D:Lumet
SL49	T:Family Business	1989	D:Lumet
SL50	T:Running on Empty	1989	D:Lumet
SL52	T:Q and A	1990	D:Lumet
SS5	T:The Sugarland Express	1973	D:Spielberg
SS6	T:Jaws	1975	D:Spielberg
SS7	T:Close Encounters of the Third Kind	1975	D:Spielberg
SS9	T:Raiders of the Lost Ark	1981	D:Spielberg
SS10	T:E.T.	1983	D:Spielberg
SS12	T:Indiana Jones and the Temple of Doom	1984	D:Spielberg
SS13	T:The Color Purple	1985	D:Spielberg
xMb10	T:Mother India	1957	D:Mehboob
ArP5	T:Bonnie and Clyde	1967	D:A.Penn
ArP15	T:Night Moves	1975	D:A.Penn
ArP16	T:The Missouri Breaks	1976	D:A.Penn
ClC20	T:Les Biches	1968	D:Chabrol
ClC21	T:La Femme Infidele	1969	D:Chabrol
ClC49	T:Stille Tage in Clichy	1990	D:Chabrol
ClC50	T:Story of Women	1990	D:Chabrol
DLR5	T:Madame X	1965	D:Rich
DLR10	T:The Concorde --- Airport 79	1979	D:Rich
DvS3	T:The Parent Trap	1961	D:Swift
DvS10	T:How To Succed in Business Without Really Trying	1967	D:Swift
FT8	T:La Marie Etait En Noir	1967	D:Truffaut
FT15	T:La Nuit Americaine	1973	D:Truffaut
FT16	T:L'histoire d'Ad\`ele H.	1975	D:Truffaut
FT20	T:l'homme qui aimait les femmes	1977	D:Truffaut
IGi20	T:Fury at Smuggler's Bay	1958	D:Gilling
IGi25	T:The Mummy's Shroud	1966	D:Gilling
IGi30	T:Blood from the Mummy's Tomb	1971	D:Gilling
IrK14	T:The Empire Strikes Back	1980	D:Kershner
IrK15	T:Never Say Never Again	1983	D:Kershner
JCa7	T:My Geisha	1962	D:Cardiff
JCa9	T:The Liquidator	1965	D:Cardiff
JCv10	T:To Sir With Love	1965	D:Clavell
JCv16	Tm:The Last Valley	1971	D:Clavell
JFe20	T:State Fair	1962	D:J.Ferrer
KRz40	T:Sweet Dreams	1985	D:Reisz
MCm1	T:Black Orpheus	1958	D:Camus
MdC10	T:Auntie Mame	1958	D:daCosta
MdC16	T:The Music Man	1962	D:daCosta
MPi45	T:Under the Sun of Satan	1987	D:Pialat
AnT6	T:Mirror	1978	D:Tarkovsky
DoS12	Tm:Psychomania	1971	D:D.Sharp
DoS16	T:The Thirty-nine Steps	1978	D:D.Sharp
DPt2	T:Raisin in the Sun	1961	D:Petrie
DPt6	T:The Spy with a Cold Nose	1967	D:Petrie
DPt19	T:The Betsy	1978	D:Petrie
DPt21	T:Fort Apache, The Bronx	1981	D:Petrie
DPt23	T:Six Pack	1982	D:Petrie
DPt33	T:Toy Soldiers	1990	D:Petrie
ERr20	T:Ma Nuit Chez Maude	1969	D:Rohmer
ERr33	T:Perceval Le Gallois	1978	D:Rohmer
JLG1	T:A Bout de Souffle	1959	D:Godard
JLG11	T:Band of Outsiders	1964	D:Godard
JLG14	T:Masculine Feminine	1965	D:Godard
JLG15	T:Alphaville	1965	D:Godard
JLG21	T:La Chinoise	1967	D:Godard
JLG22	T:Two Or Three Things I Know About Her	1967	D:Godard
JLG25	T:Le Gai Savoir	1968	D:Godard
PWe2	T:Gidget	1959	D:Wendkos
PWe10	T:Special Delivery	1976	D:Wendkos
RuM30	T:Faster Pussycat! Kill! Kill!	1965	D:Russ~Meyer
RuM37	T:Beyond the Valley of the Dolls	1970	D:Russ~Meyer
RuM40	T:The Seven Minutes	1971	D:Russ~Meyer
SB1	T:Destiny of Man	1959	D:Bondartchuk
SRo20	T:Cool Hand Luke	1967	D:Rosenberg
SRo32	T:The Laughing Policeman	1973	D:Rosenberg
SRo35	T:Drowning Pool	1975	D:Rosenberg
SRo37	T:Voyage of the Damned	1976	D:S.Rosenberg
SRo40	Tm:Brubaker	1980	D:Rosenberg
TRs1	T:Look Back in Anger	1959	D:T.Richardson
TRs3	T:The Entertainer	1960	D:T.Richardson
TRs4	T:A Taste of Honey	1961	D:T.Richardson
TRs8	T:The Loneliness of the Long-distance Runner	1962	D:T.Richardson
TRs12	T:Tom Jones	1963	D:T.Richardson
TRs15	T:The Loved One	1965	D:T.Richardson
TRs16	T:The Charge of the Light Brigade	1968	D:T.Richardson
TRs17	T:Laughter in the Dark	1969	D:T.Richardson
TRs18	T:Hamlet	1969	D:T.Richardson
TRs19	T:Ned Kelly	1970	D:T.Richardson
TRs20	T:A Delicate Balance	1973	D:T.Richardson
TRs21	T:Dead Cert	1974	D:T.Richardson
TRs22	Tm:Joseph Andrews	1977	D:T.Richardson
TRs23	Tm:The Border	1981	D:T.Richardson
TRs25	T:The Hotel New Hampshire	1984	D:T.Richardson
TRs32	T:The Phantom of the Opera	1990	D:T.Richardson
VJD2	T:Sunrise at Campobello	1960	D:Donehue
AlZ4	T:College Confidential	1960	D:Zugsmith
AlZ25	T:On Her Bed of Roses	1966	D:Zugsmith
BiK10	T:Ma Barker's Killer Brood	1960	D:Karn
DuC10	T:Under Ten Flags	1960	D:Coletti
DSm10	Tm:Pollyanna	1960	D:D.Smith
FCo10	T:El Fantasma de la Opera	1960	D:Cortes
FCo20	T:En Este Pueblo No Hay Ladrones	1964	D:Cortes
GeR1	T:Craig's Will	1960	D:G.Reynolds
GiP10	T:The Battle of Algiers	1966	D:Pontocorvo
GiP20	T:Burn!	1970	D:Pontocorvo
GPl10	T:The Time Machine	1960	D:Pal
GSj1	T:The Little Man Who Was There	1960	D:G.Stevens~jr.
GSj2	T:Coming, Mama	1961	D:G.Stevens~jr.
HAG1	T:Party Line	1960	D:H.S.Green
IMx10	T:Foxhole in Cairo	1960	D:Moxey
IS2	T:A Kind of Loving	1962	D:Schlesinger
IS5	T:Far from the Madding Crowd	1967	D:Schlesinger
IS6	T:Midnight Cowboy	1969	D:Schlesinger
IS7	T:Sunday, Bloody Sunday	1972	D:Schlesinger
IS8	T:The Day of the Locust	1975	D:Schlesinger
IS9	T:Marathon Man	1976	D:Schlesinger
IS10	T:Yanks	1979	D:Schlesinger
IS11	T:Honky Tonk Freeway	1981	D:Schlesinger
IS25	T:Pacific Heights	1990	D:Schlesinger
JL5	T:The Bellboy	1960	D:J.Lewis
JL10	Tm:The Errand Boy	1961	D:J.Lewis
JL13	T:The Nutty Professor	1963	D:J.Lewis
JL15	Tm:The Patsy	1964	D:J.Lewis
JqD1	T:Lola	1960	D:J.Demy
JqD4	T:Les Parpluies de Cherbourg	1964	D:J.Demy
JqD7	T:The Pied Piper	1971	D:J.Demy
JWa1	T:The Alamo	1960	D:J.Wayne
JWa2	T:The Green Berets	1968	D:J.Wayne
LSt10	T:Private Property	1960	D:L.Stevens
MeW10	T:Code of Silence	1960	D:M.Welles
MeW30	T:Lady Frankenstein	1972	D:M.Welles
RiD1	T:The Schartz-Metterklume Method	1960	D:Dunlap
RMD10	T:The Subterraneans	1960	D:MacDougall
RRu15	Tm:Freebie and the Bean	1974	D:Rush
RRu20	Tm:The Stunt Man	1980	D:Rush
RtP10	T:L'Amante del Vampiro	1960	D:Polselli
StB2	T:Uncle Vanya	1962	D:Burge
StB3	T:Othello	1965	D:Burge
StB5	T:Julius Caesar	1970	D:Burge
BFo1	T:Whistle Down the Wind	1962	D:B.Forbes
BFo12	T:The Stepford Wives	1974	D:B.Forbes
BFo14	T:International Velvet	1978	D:B.Forbes
FrF35	T:Tales from the Crypt	1972	D:Francis
GeW3	T:World's Greatest Lover	1977	D:G.Wilder
GeW5	T:The Woman in Red	1984	D:G.Wilder
GnN10	T:Hand of Death	1961	D:Gn.Nelson
GoH51	T:Scream and Scream Again	1964	D:Hessler
GoH54	Tm:The Golden Voyage of Sinbad	1974	D:Hessler
GxR03	T:Comrade X	1940	D:unknown
GxR05	T:Command Decision	1948	D:unknown
GxR06	T:The Great Sinner	1949	D:unknown
GxR07	T:The Red Badge of Courage	1951	D:unknown
GxR10	T:Betrayed	1954	D:G.Reinhardt
HiT15	T:Suna no Onna	1964	D:Teshigahara
HrC10	T:Une Aussi Longue Absence	1961	D:Colpi
HrR10	T:Die Unsichtbaren Krallen des Dr.~Mabuse	1961	D:Reinl
HrR12	T:Im Stahlnetz des Dr.~Mabuse	1962	D:Reinl
ICs1	T:Shadows	1961	D:JCassavetes
JGf10	T:Something Wild	1961	D:Garfein
JoQ10	T:The Roman Spring of Mrs Stone	1961	D:Quintero
MBd10	Tm:One Eyed Jacks	1961	D:Brando
PaP15	T:Il Vangelo Secondo Matteo	1964	D:Pasolini
PdB3	T:Cartouche	1961	D:DeBroca
PdB10	T:King of Hearts	1967	D:DeBroca
PEt10	T:Happy Anniversary	1961	D:Etaix
PMo1	T:sm	1961	D:Morrissey
PMo3	T:Mary Martin Does It	1963	D:Morrissey
PMo5	T:Civilization and its Discontents	1964	D:Morrissey
PlT50	T:Good Morning, Babylon	1987	D:Taviani
RDL3	T:A Hard Day's Night	1964	D:R.Lester
RDL4	T:The Knack	1965	D:R.Lester
RDL5	T:Help!	1965	D:R.Lester
RDL6	T:A Funny Thing Happened on the Way to The Forum	1966	D:R.Lester
RDL11	T:Juggernaut	1974	D:Lester
RDL12	T:The Four Musketeers	1975	D:R.Lester
RDL13	T:Royal Flash	1975	D:Lester
RDL15	T:Robin and Marian	1976	D:Lester
RDL17	T:Butch and Sundance, the Early Days	1979	D:Lester
RDL18	Tm:Cuba	1979	D:R.Lester
RDL19	T:Superman II	1980	D:R.Lester
RDL24	T:Finders Keepers	1984	D:Lester
RMe12	T:The Cat and the Canary	1978	D:R.Metzger
RoP2	T:Repulsion	1965	D:Polanski
RoP4	T:The Fearless Vampire Killers	1967	D:Polanski
RoP5	T:Rosemary's Baby	1968	D:Polanski
RoP6	T:Macbeth	1971	D:Polanski
RoP8	T:Chinatown	1974	D:Polanski
RoP9	T:Le Locataire	1976	D:Polanski
RoP15	T:Frantic	1988	D:Polanski
SaP4	T:The Wild Bunch	1969	D:Peckinpah
SaP6	Tm:The Ballad of Cable Hogue	1970	D:Peckinpah
SaP11	T:The Getaway	1972	D:Peckinpah
SaP20	Tm:Convoy	1978	D:Peckinpah
SeL55	T:Once Upon A Time in America	1984	D:S.Leone
WRe20	T:The Jungle Book	1967	D:Reitherman
WRe25	T:The Aristocats	1970	D:Reitherman
WRe35	T:The Many Adventures of Winnie-the-Pooh	1983	D:Reitherman
WRe38	T:The Great Mouse Detective	1986	D:Reitherman
WRe40	T:Daffy Duck's Quackbusters	1988	D:Reitherman
ARG2	T:Trans-Europe Express	1966	D:RobbeGrillet
AVo10	T:Die T\"ur mit den Sieben Schl\:ossern	1962	D:Vohrer
BB5	T:The Spider's Stratagem	1970	D:Bertolucci
BB7	T:Last Tango in Paris	1972	D:Bertolucci
BB8	T:Novecento	1976	D:Bertolucci
BB9	T:Luna	1977	D:Bertolucci
CJ2	T:Anne of a Thousand Days	1970	D:Jarrot
CJ4	T:Lost Horizon	1973	D:Jarrot
CJ6	T:the Other Side of Midnight	1977	D:Jarrot
CJ8	Tm:Last Flight of Noah's Ark	1981	D:Jarrot
CJ9	Tm:Condor Man	1981	D:Jarrott
FPy1	T:David and Lisa	1962	D:F.Perry
FPy8	T:Last Summer	1969	D:F.Perry
FPy10	Tm:Diary of a Mad Housewife	1970	D:F.Perry
FPy20	Tm:Mommie Dearest	1981	D:F.Perry
FPy22	T:Monsignor	1982	D:F.Perry
GgE10	T:The Ugly American	1962	D:Englund
GRH1	T:Period of Adjustment	1962	D:G.R.Hill
GRH3	T:The World of Henry Orient	1964	D:G.R.Hill
GRH4	T:Hawaii	1966	D:G.R.Hill
GRH5	T:Thoroughly Modern Millie	1967	D:G.R.Hill
GRH6	T:Butch Cassidy and the Sundance Kid	1969	D:G.R.Hill
GRH9	T:The Great Waldo Pepper	1975	D:G.R.Hill
GRH10	T:Slap Shot	1977	D:G.R.Hill
GRH11	T:A Little Romance	1979	D:G.R.Hill
HHe1	T:Carnival of Souls	1962	D:Herk
LHM1	T:PT-109	1962	D:Martinson
LHM3	T:Batman	1962	D:Martinson
PY1	T:Summer Holiday	1962	D:Yates
PY3	T:Robbery	1967	D:Yates
PY4	T:Bullit	1968	D:Yates
PY11	T:Breaking Away	1979	D:Yates
PY19	Tm:Krull	1983	D:Yates
RD4	T:The Omen	1976	D:R.Donner
RD5	T:Superman	1978	D:R.Donner
RNe1	T:Requiem for A Heavyweight	1962	D:R.Nelson
RNe10	T:Charly	1968	D:R.Nelson
SP5	T:The Black Curtain	1962	D:S.Pollack
SP6	T:Diagnosis: Danger	1963	D:S.Pollack
SP25	T:Castle Keep	1964	D:S.Pollack
SP31	T:The Slender Thread	1965	D:S.Pollack
SP40	Tm:Jeremiah Johnson	1972	D:S.Pollack
SP45	T:The Yakuza	1975	D:S.Pollack
SP46	T:The Way We Were	1975	D:S.Pollack
SP47	T:Three Days of the Condor	1976	D:S.Pollack
SP49	Tm:Bobby Deerfield	1977	D:S.Pollack
SP55	T:Absence of Malice	1981	D:S.Pollack
SP61	T:Out of Africa	1985	D:S.Pollack
AMk10	T:Pasazerka	1963	D:Munk
ASe10	T:All The Way Home	1963	D:A.Segal
BdY4	T:Inspector Clouseau	1968	D:Bud~Yorkin
BoW4	T:Elvira Madigan	1967	D:Widerberg
BoW6	T:Joe Hill	1971	D:Widerberg
BuT10	T:The Strangler	1963	D:Topper
CuH20	T:Mata Hari	1985	D:Harrington
DCh10	T:Jason and the Argonauts	1963	D:Chaffey
FFC1	T:Dementia 13	1963	D:Coppola
FFC3	T:Finian's Rainbow	1968	D:Coppola
FFC6	T:The Conversation	1974	D:Coppola
FFC8	T:Apocalypse Now	1979	D:Coppola
FFC12	T:The Cotton Club	1984	D:Coppola
FFC15	T:Peggy Sue Got Married	1986	D:Coppola
FFC24	T:The Godfather, Part III	1990	D:Coppola
FJS2	T:The Best Man	1964	D:Schaffner
FJS3	T:The War Lord	1965	D:Schaffner
FJS5	T:The Double Man	1967	D:Schaffner
FJS13	T:Patton	1970	D:Schaffner
FJS16	T:Papillon	1973	D:Schaffner
FJS18	T:The Boys From Brazil	1973	D:Schaffner
FJS22	T:Islands in The Stream	1976	D:Schaffner
FJS29	T:Sphinx	1980	D:Schaffner
FJS35	T:Yes, Giorgio	1982	D:Schaffner
GLt10	T:La Cage Au Folles III	1985	D:Lautner
HvH10	T:Terror at Northfield	1963	D:Hart
HvH11	T:Lonely Place	1964	D:Hart
HvH12	T:Triumph	1964	D:Hart
HvH13	T:Death Scene	1965	D:Hart
HvH14	T:Power of Attorney	1965	D:Hart
ILa32	T:National Lampoon's Animal House	1978	D:Landis
ILa33	T:Blues Brothers	1980	D:Landis
ILa38	T:Trading Places	1983	D:Landis
ILa40	T:Into the Night	1985	D:Landis
ILa50	T:Oscar	1991	D:Landis
ILa55	T:Coming to America	1991	D:Landis
JaS10	T:What Really Happened	1963	D:Smight
JaS11	T:The Paragon	1963	D:Smight
JaS12	T:The Lonely Hour	1963	D:Smight
JaS13	T:The Dark Pool	1963	D:Smight
JaS20	T:I'd Rather be Rich	1964	D:Smight
JaS38	T:No Way to Treat a Lady	1968	D:Smight
JaS40	Tm:The Secret War of Harry Frigg	1968	D:Smight
JaS46	T:Airport 75	1974	D:Smight
JaS48	T:Midway	1976	D:Smight
JaS65	Tm:Loving Couples	1981	D:Smight
JSn10	T:I'll Be The Judge, I'll Be The Jury	1963	D:JSheldon
KgD10	T:Promises! Promises!	1963	D:D.F.Taylor
LiW8	T:All Screwed Up	1974	D:Wertmuller
LiW9	T:Swept Away	1975	D:Wertmuller
NJ7	T:In the Heat of the Night	1967	D:Jewison
NJ8	T:The Thomas Crown Affair	1968	D:Jewison
NJ11	T:Fiddler on the Roof	1971	D:Jewison
