FILMID	TITLE	ACTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
SL29	TZ:The Wiz	Mabel King	2005-07-08 09:46:36.168	2005-07-08 09:50:50.598
SL35	TZ:The Verdict	Paul Newman	2005-07-07 19:38:48.387	2005-07-07 20:57:00.019
SL35	T:The Verdict	Lindsay crouse	2005-07-08 12:21:59.759	2005-07-08 13:47:04.732
SL39	TZ:Daniel	Amanda Plummer	2005-07-08 04:11:06.882	2005-07-08 05:00:40.898
SL39	TZ:Daniel	Mandy Patinkin	2005-07-07 19:39:22.455	2005-07-07 21:01:01.896
SL39	TZ:Daniel	Lindsay Crouse	2005-07-08 05:15:52.377	2005-07-08 06:26:40.319
SL44	T:The Morning After	Raoul Julia	2005-07-07 17:51:00.794	2005-07-07 18:13:09.782
SL52	T:Q and A	Patrick ONeal	2005-07-08 03:17:56.979	2005-07-08 03:36:41.66
SL52	T:Q and A	Armand Assante	2005-07-07 16:16:10.621	2005-07-07 16:28:07.807
SL52	T:Q and A	Paul Calderon	2005-07-08 07:42:28.475	2005-07-08 07:58:19.406
SL59	T:Night Falls on Manhattan	Andy Garcia	2005-07-08 02:31:48.965	2005-07-08 02:54:55.529
SL59	T:Night Falls on Manhattan	Richard Dreyfus	2005-07-07 23:40:15.303	2005-07-07 23:41:37.692
SL60	T:Critical Care	Anne Bancroft	2005-07-08 07:16:15.09	2005-07-08 08:18:43.229
SL60	T:Critical Care	Albert Brooks	2005-07-07 23:24:20.994	2005-07-07 23:42:38.953
SLa2	T:Moulin Rouge	Andrew Tombes	2005-07-08 14:57:50.204	2005-07-08 15:36:01.004
SLa3	T:King of Burlesque	Mona Barrie	2005-07-08 01:37:11.605	2005-07-08 02:20:45.537
SLa3	T:King of Burlesque	Arline Judge	2005-07-07 20:59:06.601	2005-07-07 22:19:26.432
SLa10	T:Wake Up and Live	Ben Bernie	2005-07-08 04:34:35.025	2005-07-08 04:40:06.053
SLa10	T:Wake Up and Live	Patsy Kelly	2005-07-07 18:38:38.729	2005-07-07 19:51:30.278
SLa10	T:Wake Up and Live	Ned Sparks	2005-07-08 04:26:32.539	2005-07-08 04:57:46.39
SLa10	T:Wake Up and Live	Walter Catlett	2005-07-08 06:59:02.542	2005-07-08 08:06:48.5
SLa10	T:Wake Up and Live	Miles Mander	2005-07-08 14:57:44.436	2005-07-08 15:52:56.867
SLa14	T:The Hound of the Baskervilles	Basil Rathbone	2005-07-07 21:02:54.891	2005-07-07 22:24:59.204
SLa14	T:The Hound of the Baskervilles	Beryl Mercer	2005-07-07 16:13:17.188	2005-07-07 17:39:26.61
SLa14	T:The Hound of the Baskervilles	Ralph Forbes	2005-07-07 16:07:59.815	2005-07-07 16:51:24.655
SLa14	T:The Hound of the Baskervilles	Mary Gordon	2005-07-08 05:46:25.859	2005-07-08 06:21:43.569
SLa20	T:My Favourite Blonde	Bob Hope	2005-07-07 20:53:15.486	2005-07-07 21:46:57.252
SLa20	T:My Favourite Blonde	Madelaine Carroll	2005-07-07 16:49:08.836	2005-07-07 17:14:04.091
SLa20	T:My Favourite Blonde	Lionel Royce	2005-07-08 15:21:28.949	2005-07-08 15:35:23.09
SLa20	T:My Favourite Blonde	Walter Kingsford	2005-07-08 03:24:08.862	2005-07-08 04:28:54.441
SLa22	T:The Meanest Man in the World	Piscilla Lane	2005-07-08 08:56:51.072	2005-07-08 09:18:44.271
SLa22	T:The Meanest Man in the World	Anne Revere	2005-07-08 14:46:04.685	2005-07-08 15:55:13.75
SlB10	T:Love Serenade	Miranda Otto	2005-07-08 07:12:05.315	2005-07-08 07:32:58.891
SlD10	T:K\"uhle Wampe	Martha Wolter	2005-07-08 09:20:13.735	2005-07-08 10:45:40.39
SlD10	T:K\"uhle Wampe	Max Schlotzki	2005-07-07 23:59:07.387	2005-07-08 00:00:02.618
SLe10	T:Double Impact	Philip Chan Yan	2005-07-07 21:26:25.493	2005-07-07 22:01:24.158
SlT10	TZ:Liquid Sky	Anne Carlisle	2005-07-08 00:03:36.591	2005-07-08 01:12:21.46
SlT10	TZ:Liquid Sky	Paula Sheppard	2005-07-07 18:33:17.871	2005-07-07 18:36:41.532
SM1	T:Whiskey Galore	Basil Radford	2005-07-08 08:05:07.509	2005-07-08 08:16:26.962
SM3	T:The Man in The White Suit	Michael Gough	2005-07-07 16:01:43.853	2005-07-07 17:30:26.151
SM4	T:Mandy	Phyllis Calvert	2005-07-08 11:39:35.97	2005-07-08 12:18:18.767
SM4	T:Mandy	Mandy Miller	2005-07-08 00:17:56.01	2005-07-08 00:57:30.568
SM7	T:The Sweet Smell of Success	Martin Milner	2005-07-08 10:47:02.617	2005-07-08 11:42:21.118
SM7	T:The Sweet Smell of Success	Barbara Nichols	2005-07-07 17:07:39.019	2005-07-07 18:27:51.568
SMa10	TZ:A Shining Season	Allyn Ann McLerie	2005-07-08 00:50:01.381	2005-07-08 01:12:16.238
SMf10	T:The Apple	Azizeh Mohamadi	2005-07-08 08:18:04.665	2005-07-08 08:50:27.432
SNe3	T:The Monster Maker	Ralph Morgan	2005-07-07 19:12:14.242	2005-07-07 19:46:51.646
SNo10	T:Blade	N'Bushe Wright	2005-07-08 06:23:12.457	2005-07-08 07:19:04.725
SNz10	T:Georgy Girl	Alan Bates	2005-07-07 21:21:56.597	2005-07-07 22:32:33.44
SNz10	T:Georgy Girl	Bill Owen	2005-07-08 11:26:13.885	2005-07-08 12:49:18.803
SNz10	T:Georgy Girl	Rachel Kempson	2005-07-07 18:10:22.875	2005-07-07 18:36:00.27
SOe15	T:Nothing to Loose	Martin Lawrence	2005-07-08 13:09:20.1	2005-07-08 13:15:53.647
SP25	T:Castle Keep	Peter Falk	2005-07-08 03:52:04.063	2005-07-08 04:26:24.591
SP25	T:Castle Keep	Patrick ONeal	2005-07-07 16:54:44.828	2005-07-07 17:38:42.786
SP25	T:Castle Keep	Al Freeman~jr	2005-07-08 10:17:00.517	2005-07-08 11:28:03.688
SP33	T:This Property is Condemmed	Natalie Wood	2005-07-07 16:40:58.168	2005-07-07 17:08:12.465
SP35	T:They Shoot Horses, Don't They?	Bonnie Bedelia	2005-07-08 03:43:27.332	2005-07-08 04:46:15.394
SP35	T:They Shoot Horses, Don't They?	Red Buttons	2005-07-08 01:39:33.82	2005-07-08 01:43:43.365
SP35	T:They Shoot Horses, Don't They?	Allyn Ann McLerie	2005-07-07 23:24:40.177	2005-07-07 23:45:14.112
SP40	TZ:Jeremiah Johnson	Allyn Ann McLerie	2005-07-07 23:52:21.317	2005-07-08 00:29:23.595
SP46	T:The Way We Were	Patrick ONeal	2005-07-08 03:28:14.838	2005-07-08 04:44:38.27
SP46	T:The Way We Were	Lois Chiles	2005-07-08 14:47:31.59	2005-07-08 15:37:46.636
SP46	T:The Way We Were	Bradford Dillman	2005-07-08 14:58:21.633	2005-07-08 16:23:40.872
SP46	T:The Way We Were	Murray Hamilton	2005-07-08 02:53:45.709	2005-07-08 03:02:36.938
SP49	TZ:Bobby Deerfield	Al Pacino	2005-07-08 08:04:14.904	2005-07-08 08:35:42.399
SP49	TZ:Bobby Deerfield	Marthe Keller	2005-07-07 21:20:57.636	2005-07-07 22:03:21.63
SP49	TZ:Bobby Deerfield	Ann Duprey	2005-07-07 19:00:10.155	2005-07-07 20:00:23.468
SP55	T:Absence of Malice	Barry Primus	2005-07-08 11:59:18.835	2005-07-08 12:09:58.42
SP55	T:Absence of Malice	Luther Adler	2005-07-08 05:59:53.154	2005-07-08 06:39:59.618
SP61	T:Out of Africa	Meryl Streep	2005-07-08 07:33:14.05	2005-07-08 08:25:05.282
SP61	T:Out of Africa	Malick Bowes	2005-07-07 20:57:15.797	2005-07-07 21:28:57.493
SP61	T:Out of Africa	Malick Bowes	2005-07-08 14:29:12.828	2005-07-08 15:50:33.133
SP65	T:Havana	Alan Arkin	2005-07-08 06:21:28.667	2005-07-08 07:06:39.005
SP65	T:Havana	Raul Julia	2005-07-07 23:56:06.544	2005-07-08 00:38:01.179
SP70	TZ:	Mark Rosenberg	2005-07-07 18:43:16.281	2005-07-07 19:57:22.664
SP70	TZ:	Luis Mandoki	2005-07-08 05:34:41.489	2005-07-08 06:16:43.894
SpJ1	T:She's Gotta Have It	Bill Lee	2005-07-08 08:37:22.492	2005-07-08 09:13:50.306
SpJ3	T:Do The Right Thing	Bill Nunn	2005-07-08 01:33:22.173	2005-07-08 02:55:11.653
SpJ3	T:Do The Right Thing	Ossie Davis	2005-07-08 14:03:26.05	2005-07-08 14:35:17.638
SpJ4	T:`Mo' Better Blues	Bill Lee	2005-07-08 01:04:26.651	2005-07-08 01:30:24.299
SpJ5	T:Jungle Fever	Anthony Quinn	2005-07-07 21:12:42.323	2005-07-07 21:18:02.018
SpJ5	T:Jungle Fever	Ossie Davis	2005-07-07 17:10:42.173	2005-07-07 17:35:15.964
SpJ7	T:Malcolm X	Ozzie Davis	2005-07-08 08:42:10.477	2005-07-08 09:26:16.524
SpJ7	T:Malcolm X	Albert Hall	2005-07-08 10:03:13.509	2005-07-08 10:41:17.795
SpJ11	T:He Got Game	Mille Jovovich	2005-07-07 15:41:10.909	2005-07-07 16:13:02.055
SpJ11	T:He Got Game	Bill Nunn	2005-07-07 22:07:29.348	2005-07-07 22:21:09.013
SpJ11	T:He Got Game	Zeloi Harris	2005-07-08 13:41:31.209	2005-07-08 14:29:06.259
SpJ11	T:He Got Game	Lonette McKee	2005-07-08 02:05:39.23	2005-07-08 03:20:18.579
SPo2	T:Let's Do it Again	Ossie Davis	2005-07-08 09:01:10.473	2005-07-08 09:02:05.365
SPt10	T:Orlando	Quentin Crisp	2005-07-07 21:33:08.745	2005-07-07 21:56:23.233
SPt10	T:Orlando	Lothaire Bluteau	2005-07-08 14:37:07.639	2005-07-08 15:45:27.215
SPt10	T:Orlando	Billy Zane	2005-07-08 00:49:22.003	2005-07-08 00:55:16.936
SPv10	T:The Waltz King	Peter Kraus	2005-07-08 07:45:03.932	2005-07-08 09:09:26.42
SR15	T:Aparajito	Pinakaj Sengupta	2005-07-08 03:58:03.075	2005-07-08 05:07:45.326
SR20	T:Jalsaghar	Padma Devi	2005-07-08 05:01:53.545	2005-07-08 06:05:59.536
SR20	T:Jalsaghar	Pinakai Sen Gupta	2005-07-07 18:53:54.68	2005-07-07 20:05:01.745
SR30	T:Devi	Purnendu Mukherjee	2005-07-08 03:31:08.935	2005-07-08 04:00:40.831
SR32	T:Samapti	Aparna Das Gupta	2005-07-08 02:51:33.615	2005-07-08 04:13:43.784
SR35	T:Charulata	Bholanath	2005-07-08 03:22:10.214	2005-07-08 03:34:07.078
SR36	T:Kapurush o Mahapurush	Madhabi Mukherjee	2005-07-07 20:20:09.376	2005-07-07 20:39:13.366
SR38	T:The Hero	Babita	2005-07-08 14:52:10.578	2005-07-08 15:55:38.675
SRa5	T:The Buddy Holly Story	Paul Mooney	2005-07-08 15:18:27.271	2005-07-08 16:25:15.73
SRa5	T:The Buddy Holly Story	Albert Popwell	2005-07-08 00:54:50.884	2005-07-08 01:36:17.624
SRf20	TZ:The Ice Pirates	Mary Crosby	2005-07-08 04:13:52.448	2005-07-08 04:56:40.601
SRf20	TZ:The Ice Pirates	Michael D. Roberts	2005-07-08 00:57:11.669	2005-07-08 02:21:08.326
SRf21	TZ:The Philadelphia Experiment	Michael Pare	2005-07-07 19:41:16.108	2005-07-07 21:01:13.169
SRf21	TZ:The Philadelphia Experiment	Nancy Allen	2005-07-08 13:51:47.014	2005-07-08 14:19:58.35
SRf21	T:The Philadelphia Experiment	Bobby diCicco	2005-07-07 22:10:01.331	2005-07-07 23:31:52.388
SRf21	T:The Philadelphia Experiment	Louise Latham	2005-07-07 22:14:41.53	2005-07-07 22:50:39.438
SRi18	T:A Simple Plan	Billy Bob Thornton	2005-07-07 19:38:41.354	2005-07-07 20:52:49.948
SRm1	T:Blood Bath	Marissa Mathes	2005-07-08 10:25:21.965	2005-07-08 11:01:24.782
SRm1	T:Blood Bath	Patrick Magee	2005-07-08 00:43:52.47	2005-07-08 01:37:40.68
SRo2	T:Road Hog	Richard Chulenkan	2005-07-08 06:32:38.875	2005-07-08 07:20:23.191
SRo2	T:Road Hog	Brad Weston	2005-07-07 17:09:31.546	2005-07-07 17:55:37.842
SRo3	T:Backward, Turn Backward	Phyllis Love	2005-07-08 02:39:45.031	2005-07-08 03:31:41.605
SRo5	T:The Man With Two Faces	Bethel Leslie	2005-07-08 05:47:00.615	2005-07-08 07:16:01.249
SRo20	T:Cool Hand Luke	Morgan Woodward	2005-07-08 06:36:03.758	2005-07-08 07:51:00.273
SRo20	T:Cool Hand Luke	Ralph Waite	2005-07-07 19:18:50.7	2005-07-07 20:01:22.078
SRo20	T:Cool Hand Luke	Lou Antonio	2005-07-08 11:14:07.495	2005-07-08 12:34:18.617
SRo32	T:The Laughing Policeman	Lou Gossett	2005-07-08 15:30:35.168	2005-07-08 15:53:02.501
SRo32	T:The Laughing Policeman	Anthony Zerbe	2005-07-07 17:05:11.419	2005-07-07 17:53:06.462
SRo32	T:The Laughing Policeman	Mario Gallo	2005-07-07 16:50:29.727	2005-07-07 17:19:09.492
SRo35	T:Drowning Pool	Paul Newman	2005-07-08 05:58:41.61	2005-07-08 06:30:19.716
SRo35	T:Drowning Pool	Murray Hamilton	2005-07-07 23:14:20.663	2005-07-08 00:01:37.022
SRo37	T:Voyage of the Damned	Max vonSydow	2005-07-08 11:55:29.032	2005-07-08 12:09:43.257
SRo37	T:Voyage of the Damned	Oskar Werner	2005-07-07 20:31:13.304	2005-07-07 21:04:32.256
SRo37	T:Voyage of the Damned	Malcolm McDowell	2005-07-07 16:17:31.048	2005-07-07 17:17:34.415
SRo37	T:Voyage of the Damned	Orson Welles	2005-07-07 20:16:56.421	2005-07-07 21:22:31.653
SRo37	T:Voyage of the Damned	Ben Gazzara	2005-07-07 16:28:04.099	2005-07-07 16:59:16.456
SRo37	T:Voyage of the Damned	Luher Adler	2005-07-08 06:38:12.419	2005-07-08 08:06:25.561
SRo37	T:Voyage of the Damned	Nehemiah Persoff	2005-07-08 06:37:01.873	2005-07-08 07:28:17.129
SRo37	T:Voyage of the Damned	Maria Schell	2005-07-08 13:07:28.817	2005-07-08 13:58:37.095
SRo37	T:Voyage of the Damned	Miriam Brickman	2005-07-07 16:07:41.173	2005-07-07 16:45:22.416
SRo39	TZ:Amityville Horror	Margot Kidder	2005-07-08 02:59:11.392	2005-07-08 03:36:08.784
SS5	TZ:The Sugarland Express	Ben Johnson	2005-07-08 03:18:39.099	2005-07-08 04:24:23.139
SS6	T:Jaws	Lorraine Gary	2005-07-08 11:15:32.803	2005-07-08 12:23:24.12
SS6	T:Jaws	Murray Hamilton	2005-07-08 07:42:00.24	2005-07-08 08:06:10.523
SS7	T:Close Encounters of the Third Kind	Richard Dreyfuss	2005-07-08 03:28:03.577	2005-07-08 03:56:27.671
SS7	T:Close Encounters of the Third Kind	Melinda Dillon	2005-07-08 05:40:32.318	2005-07-08 06:47:54.192
SS7	T:Close Encounters of the Third Kind	Bob Balaban	2005-07-07 22:11:18.357	2005-07-07 23:15:53.858
SS8	T:1941	Ned Beatty	2005-07-08 04:58:06.115	2005-07-08 05:15:10.212
SS8	T:1941	Bobby DiCicco	2005-07-07 22:17:25.062	2005-07-07 23:43:39.377
SS8	T:1941	Patti LuPone	2005-07-08 10:17:37.773	2005-07-08 10:56:30.192
SS8	TZ:1941	Murray Hamilton	2005-07-07 23:53:23.304	2005-07-08 01:10:22.008
SS8	TZ:1941	Lorraine Gary	2005-07-08 04:23:49.78	2005-07-08 05:21:04.622
SS9	T:Raiders of the Lost Ark	Paul Freeman	2005-07-07 20:22:16.038	2005-07-07 21:10:30.246
SS11	T:Twilight Zone	Albert Brooks	2005-07-07 19:17:36.116	2005-07-07 20:09:02.059
SS11	TZ:Twilight Zone	Bill Quinn	2005-07-07 21:18:31.817	2005-07-07 21:33:53.244
SS12	T:Indiana Jones and the Temple of Doom	Philip Stone	2005-07-08 00:13:36.485	2005-07-08 00:19:29.418
SS13	T:The Color Purple	Oprah Winfrey	2005-07-07 19:43:06.85	2005-07-07 19:44:04.559
SS15	T:Empire of the Sun	Miranda Richardson	2005-07-08 09:41:15.768	2005-07-08 10:14:04.312
SS15	T:Empire of the Sun	Nigel Hawn	2005-07-07 20:01:17.968	2005-07-07 20:24:35.42
SS20	T:Always	Brad Johnson	2005-07-08 06:07:26.801	2005-07-08 07:30:56.18
SS20	T:Always	Audrey Hepburn	2005-07-08 05:21:00.079	2005-07-08 05:59:25.968
SS24	T:Jurassic Park	Ariana Richards	2005-07-07 21:20:11.932	2005-07-07 21:27:15.579
SS26	T:Schindler's List	Ben Kingsley	2005-07-08 08:59:32.701	2005-07-08 09:22:24.05
SS26	T:Schindler's List	Ralph Fiennes	2005-07-08 00:54:26.477	2005-07-08 01:42:23.156
SS29	T:To Wong Foo, Thanks for Everything, Julie Newmar	Patrick Swayze	2005-07-07 20:53:13.194	2005-07-07 21:21:06.006
SS33	T:Amistad	Anthony Hopkins	2005-07-07 21:19:10.392	2005-07-07 21:48:34.432
SS33	T:Amistad	Morgan Freeman	2005-07-08 08:52:55.151	2005-07-08 09:20:48.176
SSa10	T:The Great Sioux Massacre	Philip Carey	2005-07-07 17:31:41.055	2005-07-07 18:42:04.402
SSa10	T:The Great Sioux Massacre	Nancy Kovack	2005-07-07 23:46:41.579	2005-07-07 23:49:57.925
SSC2l	T:Spring Break	Perry Lang	2005-07-08 06:07:59.37	2005-07-08 06:34:16.033
SSC2l	T:Spring Break	Paul Land	2005-07-07 21:17:10.695	2005-07-07 21:31:58.99
SSC2l	T:Spring Break	Richard B. Skull	2005-07-08 13:20:14.736	2005-07-08 14:19:36.796
SSe10	TZ:Day of the Triffids	Nicole Maurey	2005-07-08 05:55:38.214	2005-07-08 07:06:55.754
SSk1	T:Whatever	Liza Weil	2005-07-07 17:10:45.512	2005-07-07 17:50:30.309
SSn1	T:Dream Wife	Betta St.John	2005-07-07 22:28:11.008	2005-07-07 23:17:29.508
SSR10	T:Far North	Ann Woodsworth	2005-07-08 14:03:39.025	2005-07-08 15:06:05.278
SSR15	T:Silent Tongue	Red Clay Ramblers	2005-07-08 03:43:36.079	2005-07-08 04:00:25.928
SSS45	T:Rio Rita	Lou Costello	2005-07-07 17:55:24.478	2005-07-07 18:07:02.525
SSS45	T:Rio Rita	Barry Nelson	2005-07-08 12:43:04.508	2005-07-08 13:33:38.435
SSS55	T:Son of Lassie	Peter Lawford	2005-07-07 19:43:24.216	2005-07-07 20:08:08.009
SSS55	T:Son of Lassie	Nigel Bruce	2005-07-08 03:27:12.606	2005-07-08 04:24:29.978
SSu10	T:Wayne's World 2	Mike Myers	2005-07-07 16:19:31.956	2005-07-07 16:49:44.446
SSu10	T:Wayne's World 2	Olivia dAbo	2005-07-08 01:57:55.288	2005-07-08 02:15:25.558
StB2	T:Uncle Vanya	Michael Redgrave	2005-07-08 06:27:07.928	2005-07-08 06:33:13.242
StB3	T:Othello	Maggie Smith	2005-07-08 14:29:09.391	2005-07-08 15:35:44.395
StB3	T:Othello	Anthony Nicholls	2005-07-08 10:08:56.455	2005-07-08 11:27:33.736
StB5	T:Julius Caesar	Richard Chamberlain	2005-07-08 00:00:31.622	2005-07-08 00:35:30.572
StC10	T:Big Bad Mama	Angie Dickinson	2005-07-08 05:51:06.763	2005-07-08 06:38:21.578
StC10	T:Big Bad Mama	William Shatner	2005-07-08 09:53:47.033	2005-07-08 10:46:34.706
StC20	T:Eye for an Eye	Mako	2005-07-08 01:26:07.646	2005-07-08 01:31:09.833
StC30	T:Lone Wolf McQuade	Barbara Carrera	2005-07-07 16:45:09.587	2005-07-07 17:34:21.957
StD4	T:Royal Wedding	Albert Sharpe	2005-07-08 07:37:09.205	2005-07-08 09:05:56.06
StD24	T:Deep in My Heart	Merle Oberon	2005-07-08 08:08:38.252	2005-07-08 08:50:56.336
StD24	T:Deep in My Heart	Paul Stewart	2005-07-07 22:14:33.834	2005-07-07 22:48:34.938
StD24	T:Deep in My Heart	Ann Miller	2005-07-08 01:43:45.378	2005-07-08 02:21:03.687
StD33	T:Funny Face	Audrey Hepburn	2005-07-07 22:56:10.212	2005-07-08 00:17:04.032
StD41	T:Indiscreet	Phyllis Calvert	2005-07-07 17:12:44.85	2005-07-07 17:46:51.988
StD41	T:Indiscreet	Megs Jenkins	2005-07-07 20:35:18.245	2005-07-07 21:19:15.169
StD45	T:The Grass is Greener	Moray Watson	2005-07-08 10:32:18.995	2005-07-08 10:40:27.366
StD58	T:Arabesque	Alan Badel	2005-07-08 07:33:47.024	2005-07-08 08:50:03.057
StD61	T:Bedazzled	Peter Cook	2005-07-07 22:19:13.04	2005-07-07 22:33:36.282
StD62	T:Two for the Road	Nadia Grey	2005-07-08 01:31:04.468	2005-07-08 01:50:10.607
StD72	T:Movie Movie	Red Buttons	2005-07-08 08:08:32.48	2005-07-08 09:26:40.676
StD72	T:Movie Movie	Michael Kidd	2005-07-08 06:36:21.722	2005-07-08 07:39:25.302
StD72	T:Movie Movie	Barbara Harris	2005-07-08 14:36:20.068	2005-07-08 15:20:09.542
StD72	T:Movie Movie	Art Carney	2005-07-07 20:14:06.663	2005-07-07 20:17:46.658
StD80	T:Blame it on Rio	Michelle Johnson	2005-07-08 04:28:41.692	2005-07-08 05:45:17.229
StF4	T:Sammy and Rosie Get Laid	Ayub Khan Din	2005-07-07 19:59:33.55	2005-07-07 20:58:40.29
StF5	T:Dangerous Liasons	Mildred Natwick	2005-07-07 21:26:49.862	2005-07-07 22:25:37.387
StF10	T:The Grifters	Annette Bening	2005-07-08 12:02:55.062	2005-07-08 12:56:59.074
StF10	T:The Grifters	Pat Hingle	2005-07-07 20:05:26.708	2005-07-07 20:44:46.425
StG10	TZ:Paradise	Phoebe Cates	2005-07-08 02:45:02.242	2005-07-08 03:58:11.253
StG10	TZ:Paradise	Willie Aames	2005-07-08 05:26:08.008	2005-07-08 06:07:18.791
StH5	T:The Glass Key	Bonita Granville	2005-07-07 16:53:30.723	2005-07-07 17:36:46.757
StH5	T:The Glass Key	Richard Denning	2005-07-08 06:35:36.143	2005-07-08 06:38:51.755
StH5	T:The Glass Key	Moroni Olson	2005-07-08 09:07:04.119	2005-07-08 10:01:19.227
StH10	T:Along Came Jones	Loretta Young	2005-07-08 12:29:30.616	2005-07-08 12:59:50.342
StH13	T:Blue Skies	Billy deWolfe	2005-07-08 04:58:19.419	2005-07-08 05:54:17.644
StH13	T:Blue Skies	Olga SanJuan	2005-07-08 03:42:33.934	2005-07-08 05:02:31.291
StH15	T:Smash-Up	Marsha Hunt	2005-07-08 06:01:35.773	2005-07-08 06:30:44.56
StH18	TZ:Tulsa	Pedro Armendariz	2005-07-07 17:27:18.283	2005-07-07 18:38:03.482
StH18	T:Tulsa	Lloyd Gough	2005-07-08 01:06:52.28	2005-07-08 01:50:36.288
StH20	T:Chain Lightning	Raymond Massey	2005-07-08 08:58:40.492	2005-07-08 09:25:15.924
StH23	T:I died a Thousand Times	Lori Nelson	2005-07-08 10:13:33.278	2005-07-08 11:25:44.423
StH23	T:I died a Thousand Times	Lon Chaney~jr.	2005-07-07 21:17:16.071	2005-07-07 21:24:36.852
StH30	T:Hitler	Richard Basehart	2005-07-07 16:59:39.23	2005-07-07 17:03:42.268
StH30	T:Hitler	Martin Kosleck	2005-07-08 03:50:38.834	2005-07-08 05:05:54.289
StK4	T:Paths of Glory	Richard Anderson	2005-07-07 17:03:41.792	2005-07-07 18:29:02.061
StK5	T:Spartacus	Nina Foch	2005-07-07 20:14:02.558	2005-07-07 20:45:32.471
StK7	T:Dr.~Strangelove; Or How I learned to Stop Worrying and Love the Bomb	Peter Sellers	2005-07-08 06:05:34.376	2005-07-08 06:07:48.288
StK7	T:Dr.~Strangelove; Or How I learned to Stop Worrying and Love the Bomb	Peter Sellers	2005-07-08 09:24:38.531	2005-07-08 10:20:15.836
StK8	T:2001, A Space Odyssey	Margaret Tyzack	2005-07-08 13:46:33.335	2005-07-08 15:14:13.547
StK9	T:A Clockwork Orange	Patrick Magee	2005-07-08 08:25:16.086	2005-07-08 09:52:34.078
StK9	T:A Clockwork Orange	Miriam Karlin	2005-07-08 09:23:05.296	2005-07-08 10:50:50.417
StK10	T:Barry Lyndon	Marisa Berenson	2005-07-07 18:29:55.288	2005-07-07 19:20:48.288
StK10	T:Barry Lyndon	Patrick Magee	2005-07-08 14:46:49.56	2005-07-08 15:53:00.418
StK10	T:Barry Lyndon	Philip Stone	2005-07-08 04:56:09.128	2005-07-08 05:11:59.841
StK15	T:The Shining	Barry Nelson	2005-07-07 23:10:56.471	2005-07-07 23:11:10.866
StK21	T:Eyes Wide Shut	Nicole Kidman	2005-07-07 23:44:29.433	2005-07-08 00:03:09.824
StL10	TZ:Tron	Barnard Hughes	2005-07-08 00:54:24.603	2005-07-08 01:46:23.669
STo10	T:Vera	Ana Beatriz Nogueira	2005-07-08 01:33:00.702	2005-07-08 02:30:01.97
SvP10	TZ:Falling in Love Again	Michelle Pfeiffer	2005-07-07 18:54:01.132	2005-07-07 20:08:03.973
StR5	T:One Sunday Afternoon	Neil Hamilton	2005-07-08 05:11:55.686	2005-07-08 05:14:59.063
StS1	T:sex, lies, and videotape	Andie McDowell	2005-07-08 03:21:22.573	2005-07-08 04:40:00.312
StS5	T:King of the Hill	Lisa Eichhorn	2005-07-08 11:00:32.34	2005-07-08 12:19:18.125
StS10	T:Out of Sight	Nancy Allen	2005-07-08 08:43:24.058	2005-07-08 09:23:45.103
StS10	T:Out of Sight	Paul Cadenou	2005-07-08 06:09:25.986	2005-07-08 07:03:17.192
STu10	T:Big Night	Minnie Driver	2005-07-08 08:07:07.343	2005-07-08 08:31:54.845
STu10	T:Big Night	Allison Janney	2005-07-08 00:56:30.567	2005-07-08 01:56:23.787
STu10	T:Big Night	Louis Prima	2005-07-08 09:30:29.504	2005-07-08 09:52:33.207
STu11	T:The Impostors	Billy Connolly	2005-07-07 22:40:15.646	2005-07-07 23:58:00.284
STu11	T:The Impostors	Allen Corduner	2005-07-08 06:57:36.186	2005-07-08 07:05:24.629
STu11	T:The Impostors	Allison Janney	2005-07-07 19:45:15.145	2005-07-07 20:09:10.915
STu11	T:The Impostors	Matt McGrath	2005-07-08 00:59:32.032	2005-07-08 01:46:59.085
STu11	T:The Impostors	Alfred Molina	2005-07-07 16:13:27.308	2005-07-07 17:37:13.498
StW7	T:White Woman	Percy Kilbride	2005-07-07 23:24:37.279	2005-07-07 23:26:57.99
STW10	T:Werewolf in London	Zeffie Tilbury	2005-07-08 10:44:38.266	2005-07-08 11:00:50.128
StZ1	T:Searching for Bobbie Fisher	Max Pomeranc	2005-07-08 00:22:03.346	2005-07-08 00:49:07.475
SuG20	T:Fortress	Loryn Lockwood	2005-07-08 11:33:08.45	2005-07-08 12:43:53.7
SuG25	T:Lost in Space	Matt LeBlanc	2005-07-08 07:14:36.464	2005-07-08 08:07:58.305
SuG25	T:Lost in Space	Peter Newman	2005-07-07 20:28:53.105	2005-07-07 21:33:41.855
SuK10	T:A Man of no Importance	Michael Gambon	2005-07-07 21:58:41.487	2005-07-07 22:57:58.332
SuR10	TZ:The Loners	Pat Stich	2005-07-07 15:51:14.277	2005-07-07 16:42:56.501
SuR10	TZ:The Loners	Alex Dreier	2005-07-07 23:41:00.563	2005-07-08 00:18:04.763
SuS10	TZ:Smithereens	Brad Rinn	2005-07-08 14:46:33.13	2005-07-08 16:09:45.781
SuS12	T:Desperately Seeking Susan	Aidan Quinn	2005-07-07 20:37:15.862	2005-07-07 21:39:20.558
SuS12	T:Desperately Seeking Susan	Anne Carslile	2005-07-08 03:05:40.499	2005-07-08 03:17:31.059
